fit,parameter,value,error,chi2_ndf
attenuation,lambda_eff_mm,394.4456226856968,0.056404418972687255,6807.192676810948
photo_scaling,p0_ps,0.00016228827805134162,172965.01821987212,36.404962649735275
photo_scaling,p1_ps_sqrt_npe,1275.2712532708517,2.7519681715392403,36.404962649735275
velocity,v_eff_mm_ns,229.60944708890966,0.7505319877691055,929.5490730049446
