clock,material,model,a0_ns,a0_error_ns,a2_ns_m2,a2_error_ns_m2,a4_ns_m4,a4_error_ns_m4,chi2,ndf,chi2_ndf,status,covariance_status
time_ns,EJ-200,observed_quadratic,4.130773360263776,0.00046452534370158393,-0.07180940785747224,0.0017975848109873273,0.0,0.0,313.0702517057467,5,62.614050341149344,0,3
time_ns,EJ-200,predicted_quadratic,0.0013454112488005092,0.0004645253335806196,-0.19491261285242592,0.0017975847130753443,0.0,0.0,43.13859140066755,5,8.62771828013351,0,3
time_ns,EJ-200,observed_quartic,4.125749336252886,0.0005473561945922109,0.05452830867197249,0.007498947801937283,-0.29684271246436966,0.017105859137574175,11.953792120597369,4,2.988448030149342,0,3
time_ns,EJ-200,predicted_quartic,-0.0005344936114954654,0.0005473644208583411,-0.14763917400706247,0.007499205332923125,-0.11107352765931425,0.017106416894844694,0.9783740525549667,4,0.24459351313874167,0,3
time_ns,EJ-204,observed_quadratic,4.119038120329117,0.00044289111791931613,-0.029928754466458818,0.0017948230995996108,0.0,0.0,208.76286317610288,5,41.752572635220574,0,3
time_ns,EJ-204,predicted_quadratic,0.0008917519065586264,0.0004428911689047022,-0.2569819628175551,0.001794823489833843,0.0,0.0,44.764760938105425,5,8.952952187621085,0,3
time_ns,EJ-204,observed_quartic,4.115192882194592,0.0005201462177177222,0.07201979300921477,0.00745113796487617,-0.24258435546076848,0.017207768787580083,10.0349297486064,4,2.5087324371516,0,3
time_ns,EJ-204,predicted_quartic,-0.0008713228723997418,0.0005201490558034303,-0.21023767598963872,0.007451278123119807,-0.1112270158903221,0.017208112729675082,2.98615850892761,4,0.7465396272319025,0,3
time_ns,EJ-230,observed_quadratic,4.101737203815945,0.0004166513895362671,0.0026502773352078107,0.0017464208680107354,0.0,0.0,96.32915702411825,5,19.26583140482365,0,3
time_ns,EJ-230,predicted_quadratic,0.0005468909403991973,0.0004166513327736271,-0.19457613257785927,0.0017464204192549416,0.0,0.0,7.6646097165902045,5,1.532921943318041,0,3
time_ns,EJ-230,observed_quartic,4.099348845842592,0.0004886469850778202,0.06796870333290751,0.0071972367868557785,-0.15684002379286371,0.016765258395151146,8.813764416514346,4,2.2034411041285864,0,3
time_ns,EJ-230,predicted_quartic,-0.0001548854688286738,0.0004886494886599765,-0.1753834778659511,0.007197316633539956,-0.04608464412138577,0.016765428555508055,0.10876325550643222,4,0.027190813876608055,0,3
t_detection_ns,EJ-200,observed_quadratic,4.130773360263776,0.00046452534370158393,-0.07180940785747224,0.0017975848109873273,0.0,0.0,313.0702517057467,5,62.614050341149344,0,3
t_detection_ns,EJ-200,predicted_quadratic,0.0013454112488005092,0.0004645253335806196,-0.19491261285242592,0.0017975847130753443,0.0,0.0,43.13859140066755,5,8.62771828013351,0,3
t_detection_ns,EJ-200,observed_quartic,4.125749336252886,0.0005473561945922109,0.05452830867197249,0.007498947801937283,-0.29684271246436966,0.017105859137574175,11.953792120597369,4,2.988448030149342,0,3
t_detection_ns,EJ-200,predicted_quartic,-0.0005344936114954654,0.0005473644208583411,-0.14763917400706247,0.007499205332923125,-0.11107352765931425,0.017106416894844694,0.9783740525549667,4,0.24459351313874167,0,3
t_detection_ns,EJ-204,observed_quadratic,4.119038120329117,0.00044289111791931613,-0.029928754466458818,0.0017948230995996108,0.0,0.0,208.76286317610288,5,41.752572635220574,0,3
t_detection_ns,EJ-204,predicted_quadratic,0.0008917519065586264,0.0004428911689047022,-0.2569819628175551,0.001794823489833843,0.0,0.0,44.764760938105425,5,8.952952187621085,0,3
t_detection_ns,EJ-204,observed_quartic,4.115192882194592,0.0005201462177177222,0.07201979300921477,0.00745113796487617,-0.24258435546076848,0.017207768787580083,10.0349297486064,4,2.5087324371516,0,3
t_detection_ns,EJ-204,predicted_quartic,-0.0008713228723997418,0.0005201490558034303,-0.21023767598963872,0.007451278123119807,-0.1112270158903221,0.017208112729675082,2.98615850892761,4,0.7465396272319025,0,3
t_detection_ns,EJ-230,observed_quadratic,4.101737203815945,0.0004166513895362671,0.0026502773352078107,0.0017464208680107354,0.0,0.0,96.32915702411825,5,19.26583140482365,0,3
t_detection_ns,EJ-230,predicted_quadratic,0.0005468909403991973,0.0004166513327736271,-0.19457613257785927,0.0017464204192549416,0.0,0.0,7.6646097165902045,5,1.532921943318041,0,3
t_detection_ns,EJ-230,observed_quartic,4.099348845842592,0.0004886469850778202,0.06796870333290751,0.0071972367868557785,-0.15684002379286371,0.016765258395151146,8.813764416514346,4,2.2034411041285864,0,3
t_detection_ns,EJ-230,predicted_quartic,-0.0001548854688286738,0.0004886494886599765,-0.1753834778659511,0.007197316633539956,-0.04608464412138577,0.016765428555508055,0.10876325550643222,4,0.027190813876608055,0,3
