clock,material,x_mm,observed_T0_ns,observed_T0_sem_ns,even_mean_Npe_END,even_slope_ns_pe,observed_even_shift_ps,predicted_even_shift_ps,record_type,model,a0_ns,a0_error_ns,a2_ns_m2,a2_error_ns_m2,a4_ns_m4,a4_error_ns_m4,chi2,ndf,chi2_ndf,status,covariance_status
time_ns,EJ-230,200,4.102352726761383,0.0007010853557837843,684.2655,-9.741311145122344e-05,1.6787516738281383,-7.3515319238626535,,,,,,,,,,,,,
time_ns,EJ-230,500,4.107847017914295,0.0008051659253810006,1239.31545,-4.484199978236523e-05,6.8888566538278795,-46.830878112586575,,,,,,,,,,,,,
time_ns,EJ-230,650,4.100537129589662,0.0008550034799310938,2250.81525,-2.568397400547709e-05,0.1938806472212562,-82.49938230319046,,,,,,,,,,,,,
t_detection_ns,EJ-200,-650,4.095500196364004,0.0008081554112360507,2595.7776000000003,-3.286083941769534e-05,-31.92247547081717,-82.78441260544331,,,,,,,,,,,,,
t_detection_ns,EJ-200,-500,4.121528349772483,0.0008137965953251978,1656.8944999999999,-4.923335084836761e-05,-6.263928183968481,-44.245988680947775,,,,,,,,,,,,,
t_detection_ns,EJ-200,-200,4.12656252105568,0.0007732644430818922,1139.24385,-9.47485060090899e-05,-1.3535402132731633,-6.979837785712875,,,,,,,,,,,,,
t_detection_ns,EJ-200,0,4.127569435902669,0.0007691593033674502,1056.8094,-7.45942332391947e-05,0.0,0.0,,,,,,,,,,,,,
t_detection_ns,EJ-200,200,4.125869270323111,0.0007883834294856338,1139.24385,-9.47485060090899e-05,-1.3535402132731633,-6.979837785712875,,,,,,,,,,,,,
t_detection_ns,EJ-200,500,4.121082665664919,0.0008186188583980388,1656.8944999999999,-4.923335084836761e-05,-6.263928183968481,-44.245988680947775,,,,,,,,,,,,,
t_detection_ns,EJ-200,650,4.095793724499699,0.0008142238043876004,2595.7776000000003,-3.286083941769534e-05,-31.92247547081717,-82.78441260544331,,,,,,,,,,,,,
t_detection_ns,EJ-204,-650,4.102696006302241,0.0008478109690818314,2541.0252,-3.4567293639886e-05,-14.307034085579318,-109.64215502902896,,,,,,,,,,,,,
t_detection_ns,EJ-204,-500,4.118338209834222,0.0008221220305177549,1473.7092499999999,-5.822849437506998e-05,1.9361523214653786,-60.12094270843827,,,,,,,,,,,,,
t_detection_ns,EJ-204,-200,4.117653428748923,0.0007447605937798665,882.4072,-0.0001110935541791244,0.30616650946058144,-10.060705498290947,,,,,,,,,,,,,
t_detection_ns,EJ-204,0,4.116489049360844,0.0007244280300217338,796.2842,-0.0001225421876852081,0.0,0.0,,,,,,,,,,,,,
t_detection_ns,EJ-204,200,4.115937002991685,0.0007403712476730314,882.4072,-0.0001110935541791244,0.30616650946058144,-10.060705498290947,,,,,,,,,,,,,
t_detection_ns,EJ-204,500,4.118512193530397,0.0008212553417038321,1473.7092499999999,-5.822849437506998e-05,1.9361523214653786,-60.12094270843827,,,,,,,,,,,,,
t_detection_ns,EJ-204,650,4.101668024248289,0.0008502672416766983,2541.0252,-3.4567293639886e-05,-14.307034085579318,-109.64215502902896,,,,,,,,,,,,,
t_detection_ns,EJ-230,-650,4.099492520400314,0.0008504963999268656,2250.81525,-2.568397400547709e-05,0.1938806472212562,-82.49938230319046,,,,,,,,,,,,,
t_detection_ns,EJ-230,-500,4.105572584088892,0.000792263702537696,1239.31545,-4.484199978236523e-05,6.8888566538278795,-46.830878112586575,,,,,,,,,,,,,
t_detection_ns,EJ-230,-200,4.100646665281805,0.0006921585969451587,684.2655,-9.741311145122344e-05,1.6787516738281383,-7.3515319238626535,,,,,,,,,,,,,
t_detection_ns,EJ-230,0,4.0998209443477664,0.0006777496828465211,608.5049,-9.665958395675005e-05,0.0,0.0,,,,,,,,,,,,,
t_detection_ns,EJ-230,200,4.102352726761383,0.0007010853557837843,684.2655,-9.741311145122344e-05,1.6787516738281383,-7.3515319238626535,,,,,,,,,,,,,
t_detection_ns,EJ-230,500,4.107847017914295,0.0008051659253810006,1239.31545,-4.484199978236523e-05,6.8888566538278795,-46.830878112586575,,,,,,,,,,,,,
t_detection_ns,EJ-230,650,4.100537129589662,0.0008550034799310938,2250.81525,-2.568397400547709e-05,0.1938806472212562,-82.49938230319046,,,,,,,,,,,,,
time_ns,EJ-200,,,,,,,,fit,observed_quadratic,4.130773360263776,0.00046452534370158393,-0.07180940785747224,0.0017975848109873273,0.0,0.0,313.0702517057467,5,62.614050341149344,0,3
time_ns,EJ-200,,,,,,,,fit,predicted_quadratic,0.0013454112488005092,0.0004645253335806196,-0.19491261285242592,0.0017975847130753443,0.0,0.0,43.13859140066755,5,8.62771828013351,0,3
time_ns,EJ-200,,,,,,,,fit,observed_quartic,4.125749336252886,0.0005473561945922109,0.05452830867197249,0.007498947801937283,-0.29684271246436966,0.017105859137574175,11.953792120597369,4,2.988448030149342,0,3
time_ns,EJ-200,,,,,,,,fit,predicted_quartic,-0.0005344936114954654,0.0005473644208583411,-0.14763917400706247,0.007499205332923125,-0.11107352765931425,0.017106416894844694,0.9783740525549667,4,0.24459351313874167,0,3
time_ns,EJ-204,,,,,,,,fit,observed_quadratic,4.119038120329117,0.00044289111791931613,-0.029928754466458818,0.0017948230995996108,0.0,0.0,208.76286317610288,5,41.752572635220574,0,3
time_ns,EJ-204,,,,,,,,fit,predicted_quadratic,0.0008917519065586264,0.0004428911689047022,-0.2569819628175551,0.001794823489833843,0.0,0.0,44.764760938105425,5,8.952952187621085,0,3
time_ns,EJ-204,,,,,,,,fit,observed_quartic,4.115192882194592,0.0005201462177177222,0.07201979300921477,0.00745113796487617,-0.24258435546076848,0.017207768787580083,10.0349297486064,4,2.5087324371516,0,3
time_ns,EJ-204,,,,,,,,fit,predicted_quartic,-0.0008713228723997418,0.0005201490558034303,-0.21023767598963872,0.007451278123119807,-0.1112270158903221,0.017208112729675082,2.98615850892761,4,0.7465396272319025,0,3
time_ns,EJ-230,,,,,,,,fit,observed_quadratic,4.101737203815945,0.0004166513895362671,0.0026502773352078107,0.0017464208680107354,0.0,0.0,96.32915702411825,5,19.26583140482365,0,3
time_ns,EJ-230,,,,,,,,fit,predicted_quadratic,0.0005468909403991973,0.0004166513327736271,-0.19457613257785927,0.0017464204192549416,0.0,0.0,7.6646097165902045,5,1.532921943318041,0,3
time_ns,EJ-230,,,,,,,,fit,observed_quartic,4.099348845842592,0.0004886469850778202,0.06796870333290751,0.0071972367868557785,-0.15684002379286371,0.016765258395151146,8.813764416514346,4,2.2034411041285864,0,3
time_ns,EJ-230,,,,,,,,fit,predicted_quartic,-0.0001548854688286738,0.0004886494886599765,-0.1753834778659511,0.007197316633539956,-0.04608464412138577,0.016765428555508055,0.10876325550643222,4,0.027190813876608055,0,3
t_detection_ns,EJ-200,,,,,,,,fit,observed_quadratic,4.130773360263776,0.00046452534370158393,-0.07180940785747224,0.0017975848109873273,0.0,0.0,313.0702517057467,5,62.614050341149344,0,3
t_detection_ns,EJ-200,,,,,,,,fit,predicted_quadratic,0.0013454112488005092,0.0004645253335806196,-0.19491261285242592,0.0017975847130753443,0.0,0.0,43.13859140066755,5,8.62771828013351,0,3
t_detection_ns,EJ-200,,,,,,,,fit,observed_quartic,4.125749336252886,0.0005473561945922109,0.05452830867197249,0.007498947801937283,-0.29684271246436966,0.017105859137574175,11.953792120597369,4,2.988448030149342,0,3
t_detection_ns,EJ-200,,,,,,,,fit,predicted_quartic,-0.0005344936114954654,0.0005473644208583411,-0.14763917400706247,0.007499205332923125,-0.11107352765931425,0.017106416894844694,0.9783740525549667,4,0.24459351313874167,0,3
t_detection_ns,EJ-204,,,,,,,,fit,observed_quadratic,4.119038120329117,0.00044289111791931613,-0.029928754466458818,0.0017948230995996108,0.0,0.0,208.76286317610288,5,41.752572635220574,0,3
t_detection_ns,EJ-204,,,,,,,,fit,predicted_quadratic,0.0008917519065586264,0.0004428911689047022,-0.2569819628175551,0.001794823489833843,0.0,0.0,44.764760938105425,5,8.952952187621085,0,3
t_detection_ns,EJ-204,,,,,,,,fit,observed_quartic,4.115192882194592,0.0005201462177177222,0.07201979300921477,0.00745113796487617,-0.24258435546076848,0.017207768787580083,10.0349297486064,4,2.5087324371516,0,3
t_detection_ns,EJ-204,,,,,,,,fit,predicted_quartic,-0.0008713228723997418,0.0005201490558034303,-0.21023767598963872,0.007451278123119807,-0.1112270158903221,0.017208112729675082,2.98615850892761,4,0.7465396272319025,0,3
t_detection_ns,EJ-230,,,,,,,,fit,observed_quadratic,4.101737203815945,0.0004166513895362671,0.0026502773352078107,0.0017464208680107354,0.0,0.0,96.32915702411825,5,19.26583140482365,0,3
t_detection_ns,EJ-230,,,,,,,,fit,predicted_quadratic,0.0005468909403991973,0.0004166513327736271,-0.19457613257785927,0.0017464204192549416,0.0,0.0,7.6646097165902045,5,1.532921943318041,0,3
t_detection_ns,EJ-230,,,,,,,,fit,observed_quartic,4.099348845842592,0.0004886469850778202,0.06796870333290751,0.0071972367868557785,-0.15684002379286371,0.016765258395151146,8.813764416514346,4,2.2034411041285864,0,3
t_detection_ns,EJ-230,,,,,,,,fit,predicted_quartic,-0.0001548854688286738,0.0004886494886599765,-0.1753834778659511,0.007197316633539956,-0.04608464412138577,0.016765428555508055,0.10876325550643222,4,0.027190813876608055,0,3
