cell_id,material,x_mm,face,source_type,source,nominal_d_mm,n_photons,mean_d_direct_mm,sd_d_direct_mm,mean_tprop_ns,se_tprop_cluster_ns,var_tprop_ns2,mean_path_length_mm,mean_rho_detour,mean_v_apparent_mm_per_ns,angle_low_deg,angle_high_deg,stratum_n,stratum_mean_tprop_ns,stratum_se_cluster_ns,stratum_var_tprop_ns2
EJ200_xm650,EJ-200,-650,right,1,scintillation,1350.0,2356969,1325.1801716151956,174.67278405321625,9.040432841607997,0.0019255025141247657,8.901742429984637,1715.3625919752778,1.3098722867099115,154.291886430045,30.0,39.2652479139,435207,8.633283676960936,0.0015600807498167635,1.039012582510935
EJ200_xm650,EJ-200,-650,right,1,scintillation,1350.0,2356969,1325.1801716151956,174.67278405321625,9.040432841607997,0.0019255025141247657,8.901742429984637,1715.3625919752778,1.3098722867099115,154.291886430045,39.2652479139,45.0,304974,9.93039535444045,0.004550862229815946,6.2170094319208715
EJ200_xm650,EJ-200,-650,right,1,scintillation,1350.0,2356969,1325.1801716151956,174.67278405321625,9.040432841607997,0.0019255025141247657,8.901742429984637,1715.3625919752778,1.3098722867099115,154.291886430045,45.0,60.0,437295,11.321498121074399,0.004212193188774078,7.889511457526282
EJ200_xm650,EJ-200,-650,right,1,scintillation,1350.0,2356969,1325.1801716151956,174.67278405321625,9.040432841607997,0.0019255025141247657,8.901742429984637,1715.3625919752778,1.3098722867099115,154.291886430045,60.0,90.0,58413,13.484229305104698,0.042359635821594445,105.40275707425084
EJ200_xm650,EJ-200,-650,right,1,scintillation,1350.0,2356969,1325.1801716151956,174.67278405321625,9.040432841607997,0.0019255025141247657,8.901742429984637,1715.3625919752778,1.3098722867099115,154.291886430045,90.0,120.0,8742,16.58611589376103,0.0963359238503789,80.04739712742179
EJ200_xm650,EJ-200,-650,right,1,scintillation,1350.0,2356969,1325.1801716151956,174.67278405321625,9.040432841607997,0.0019255025141247657,8.901742429984637,1715.3625919752778,1.3098722867099115,154.291886430045,120.0,180.0000001,81196,10.852370759390935,0.01216327183346657,12.086532166138753
EJ200_xm650,EJ-200,-650,left,2,Cherenkov,50.0,739134,52.57266889518696,2.5885513778196056,0.8742594676325333,0.002354043271893036,3.9075126785582612,165.88257146923976,3.15667581034301,102.9527314929292,0.0,15.0,1425,0.31007349139440415,0.02284331601150297,0.7354320279377529
EJ200_xm650,EJ-200,-650,left,2,Cherenkov,50.0,739134,52.57266889518696,2.5885513778196056,0.8742594676325333,0.002354043271893036,3.9075126785582612,165.88257146923976,3.15667581034301,102.9527314929292,15.0,30.0,3807,0.2912405802082746,0.007169292394684988,0.19284155848300383
EJ200_xm650,EJ-200,-650,left,2,Cherenkov,50.0,739134,52.57266889518696,2.5885513778196056,0.8742594676325333,0.002354043271893036,3.9075126785582612,165.88257146923976,3.15667581034301,102.9527314929292,30.0,39.2652479139,3378,0.4705582161366602,0.030454300880526017,2.880135899454087
EJ200_xm650,EJ-200,-650,left,2,Cherenkov,50.0,739134,52.57266889518696,2.5885513778196056,0.8742594676325333,0.002354043271893036,3.9075126785582612,165.88257146923976,3.15667581034301,102.9527314929292,39.2652479139,45.0,187641,0.8279721574317337,0.007107971998562834,9.429619512013886
EJ200_xm650,EJ-200,-650,left,2,Cherenkov,50.0,739134,52.57266889518696,2.5885513778196056,0.8742594676325333,0.002354043271893036,3.9075126785582612,165.88257146923976,3.15667581034301,102.9527314929292,45.0,60.0,196847,0.5442947297062696,0.003696485405685832,2.635304810802682
EJ200_xm650,EJ-200,-650,left,2,Cherenkov,50.0,739134,52.57266889518696,2.5885513778196056,0.8742594676325333,0.002354043271893036,3.9075126785582612,165.88257146923976,3.15667581034301,102.9527314929292,60.0,90.0,257225,1.1693634094722865,0.002080154062761157,1.119290224144169
EJ200_xm650,EJ-200,-650,left,2,Cherenkov,50.0,739134,52.57266889518696,2.5885513778196056,0.8742594676325333,0.002354043271893036,3.9075126785582612,165.88257146923976,3.15667581034301,102.9527314929292,90.0,120.0,49356,1.080001029697865,0.0031201867487968466,0.4868974001090125
EJ200_xm650,EJ-200,-650,left,2,Cherenkov,50.0,739134,52.57266889518696,2.5885513778196056,0.8742594676325333,0.002354043271893036,3.9075126785582612,165.88257146923976,3.15667581034301,102.9527314929292,120.0,180.0000001,39455,0.6705462427193155,0.012123979968997872,5.736379085504608
EJ200_xm650,EJ-200,-650,right,2,Cherenkov,1350.0,79940,1349.6285637701776,0.5637869314822008,10.817881053095212,0.013715738088124133,14.3776737994678,2052.6068150193396,1.5208547368008407,131.34926837414156,0.0,15.0,413,7.224810852589732,0.004810910272527992,0.008461121069700539
EJ200_xm650,EJ-200,-650,right,2,Cherenkov,1350.0,79940,1349.6285637701776,0.5637869314822008,10.817881053095212,0.013715738088124133,14.3776737994678,2052.6068150193396,1.5208547368008407,131.34926837414156,15.0,30.0,816,7.747343042801783,0.009942387910578132,0.0734040697828533
EJ200_xm650,EJ-200,-650,right,2,Cherenkov,1350.0,79940,1349.6285637701776,0.5637869314822008,10.817881053095212,0.013715738088124133,14.3776737994678,2052.6068150193396,1.5208547368008407,131.34926837414156,30.0,39.2652479139,662,8.740277672987466,0.016246019416107715,0.15223869005613722
EJ200_xm650,EJ-200,-650,right,2,Cherenkov,1350.0,79940,1349.6285637701776,0.5637869314822008,10.817881053095212,0.013715738088124133,14.3776737994678,2052.6068150193396,1.5208547368008407,131.34926837414156,39.2652479139,45.0,50711,9.868478144208355,0.01069904935105303,5.810255306576195
EJ200_xm650,EJ-200,-650,right,2,Cherenkov,1350.0,79940,1349.6285637701776,0.5637869314822008,10.817881053095212,0.013715738088124133,14.3776737994678,2052.6068150193396,1.5208547368008407,131.34926837414156,45.0,60.0,17404,11.664013992325895,0.017602973185141313,5.415613971075402
EJ200_xm650,EJ-200,-650,right,2,Cherenkov,1350.0,79940,1349.6285637701776,0.5637869314822008,10.817881053095212,0.013715738088124133,14.3776737994678,2052.6068150193396,1.5208547368008407,131.34926837414156,60.0,90.0,3727,19.966012966102515,0.13051071839218256,64.79274942667746
EJ200_xm650,EJ-200,-650,right,2,Cherenkov,1350.0,79940,1349.6285637701776,0.5637869314822008,10.817881053095212,0.013715738088124133,14.3776737994678,2052.6068150193396,1.5208547368008407,131.34926837414156,90.0,120.0,609,20.01752369450098,0.33420803305816166,67.1195652045302
EJ200_xm650,EJ-200,-650,right,2,Cherenkov,1350.0,79940,1349.6285637701776,0.5637869314822008,10.817881053095212,0.013715738088124133,14.3776737994678,2052.6068150193396,1.5208547368008407,131.34926837414156,120.0,180.0000001,5598,10.654657344026932,0.03576911013464483,7.195789236937387
EJ200_xm500,EJ-200,-500,left,1,scintillation,200.0,13350698,197.83469879324682,31.21004852114962,1.8142466607394656,0.0004963122724916336,3.2187388865180764,344.22022708614475,1.7518479899355237,133.3557637305582,0.0,15.0,872056,1.1197966012646658,0.0008943726441506496,0.699632317923885
EJ200_xm500,EJ-200,-500,left,1,scintillation,200.0,13350698,197.83469879324682,31.21004852114962,1.8142466607394656,0.0004963122724916336,3.2187388865180764,344.22022708614475,1.7518479899355237,133.3557637305582,15.0,30.0,2397414,1.1764416435127774,0.00044351059148026433,0.47005375145313044
EJ200_xm500,EJ-200,-500,left,1,scintillation,200.0,13350698,197.83469879324682,31.21004852114962,1.8142466607394656,0.0004963122724916336,3.2187388865180764,344.22022708614475,1.7518479899355237,133.3557637305582,30.0,39.2652479139,2103885,1.3398250182286258,0.000714623098319542,1.0282780122566113
EJ200_xm500,EJ-200,-500,left,1,scintillation,200.0,13350698,197.83469879324682,31.21004852114962,1.8142466607394656,0.0004963122724916336,3.2187388865180764,344.22022708614475,1.7518479899355237,133.3557637305582,39.2652479139,45.0,1485385,1.7435044027463669,0.002065419692205013,6.231493977040319
EJ200_xm500,EJ-200,-500,left,1,scintillation,200.0,13350698,197.83469879324682,31.21004852114962,1.8142466607394656,0.0004963122724916336,3.2187388865180764,344.22022708614475,1.7518479899355237,133.3557637305582,45.0,60.0,3480946,1.8702908073874318,0.0010200237825085184,3.641907638900087
EJ200_xm500,EJ-200,-500,left,1,scintillation,200.0,13350698,197.83469879324682,31.21004852114962,1.8142466607394656,0.0004963122724916336,3.2187388865180764,344.22022708614475,1.7518479899355237,133.3557637305582,60.0,90.0,2039824,3.041318478149625,0.0013349716351910798,3.6040346220905537
