cell_id,material,x_mm,face,source_type,source,nominal_d_mm,n_photons,mean_d_direct_mm,sd_d_direct_mm,mean_tprop_ns,se_tprop_cluster_ns,var_tprop_ns2,mean_path_length_mm,mean_rho_detour,mean_v_apparent_mm_per_ns,boundary_category,stratum_n,stratum_mean_tprop_ns,stratum_se_cluster_ns,stratum_var_tprop_ns2
EJ200_xp0,EJ-200,0,right,1,scintillation,700.0,5122329,688.5299226162463,90.47410510928357,5.107354995586559,0.0011411695808424436,6.716476417451535,969.0813587959032,1.423405856059102,148.53299261403416,>10,4514813,5.345633177789635,0.0012337856298205799,6.903528794811795
EJ200_xp0,EJ-200,0,left,2,Cherenkov,700.0,160521,699.7120356084267,3.4126356858482723,6.54296507272463,0.009966826645935576,15.091680974682006,1241.4748978487914,1.774200398987415,122.89591540268876,0,11,3.6816197969611753,0.0018928304421532323,3.5426160929219463e-05
EJ200_xp0,EJ-200,0,left,2,Cherenkov,700.0,160521,699.7120356084267,3.4126356858482723,6.54296507272463,0.009966826645935576,15.091680974682006,1241.4748978487914,1.774200398987415,122.89591540268876,1-2,60,3.7877016232233767,0.12717037181619273,0.9688841242517956
EJ200_xp0,EJ-200,0,left,2,Cherenkov,700.0,160521,699.7120356084267,3.4126356858482723,6.54296507272463,0.009966826645935576,15.091680974682006,1241.4748978487914,1.774200398987415,122.89591540268876,3-5,194,3.705907395116683,0.03295399862234022,0.0734744508940306
EJ200_xp0,EJ-200,0,left,2,Cherenkov,700.0,160521,699.7120356084267,3.4126356858482723,6.54296507272463,0.009966826645935576,15.091680974682006,1241.4748978487914,1.774200398987415,122.89591540268876,6-10,471,3.8937377724412565,0.021621125002295346,0.1902231881438503
EJ200_xp0,EJ-200,0,left,2,Cherenkov,700.0,160521,699.7120356084267,3.4126356858482723,6.54296507272463,0.009966826645935576,15.091680974682006,1241.4748978487914,1.774200398987415,122.89591540268876,>10,159785,6.5554503864455205,0.00990643211073928,15.126151564467293
EJ200_xp0,EJ-200,0,right,2,Cherenkov,700.0,160550,699.7330145258278,0.7187973557069679,6.536451003488421,0.010117092951794788,15.011499693948252,1240.2390563673287,1.7723986504478697,122.97237579811157,0,6,3.684703682162148,0.002683438369260452,4.320072838481792e-05
EJ200_xp0,EJ-200,0,right,2,Cherenkov,700.0,160550,699.7330145258278,0.7187973557069679,6.536451003488421,0.010117092951794788,15.011499693948252,1240.2390563673287,1.7723986504478697,122.97237579811157,1-2,67,3.6932718306695302,0.00208322981030437,0.0002743699993867921
EJ200_xp0,EJ-200,0,right,2,Cherenkov,700.0,160550,699.7330145258278,0.7187973557069679,6.536451003488421,0.010117092951794788,15.011499693948252,1240.2390563673287,1.7723986504478697,122.97237579811157,3-5,194,3.774476825558272,0.03805399451575111,0.27929600158963375
EJ200_xp0,EJ-200,0,right,2,Cherenkov,700.0,160550,699.7330145258278,0.7187973557069679,6.536451003488421,0.010117092951794788,15.011499693948252,1240.2390563673287,1.7723986504478697,122.97237579811157,6-10,499,3.927255011797154,0.022672575008293137,0.2540905396633928
