material_code,material,source_type,source,face_type,face,d_low_mm,d_high_mm,d_center_mm,n_photons,mean_tprop_ns,var_tprop_ns2,iid_se_tprop_ns
0,EJ-200,1,scintillation,1,right,620,630,625,2515,4.61061114639,5.26686739678,0.0457622318895
0,EJ-200,1,scintillation,1,right,630,640,635,1392,4.72722870717,5.46501266742,0.0626579192703
0,EJ-200,1,scintillation,1,right,640,650,645,2599,4.72659746549,4.23657214615,0.0403742217069
0,EJ-200,1,scintillation,1,right,650,660,655,1729,5.01063835422,7.09231083403,0.0640466448822
0,EJ-200,1,scintillation,1,right,660,670,665,2904,4.88506000069,5.47677344396,0.0434274253045
0,EJ-200,1,scintillation,1,right,670,680,675,1537,4.8669950789,4.2114489862,0.0523454380407
0,EJ-200,1,scintillation,1,right,680,690,685,3786,4.98449719462,5.39182274736,0.0377378799418
0,EJ-200,1,scintillation,1,right,690,700,695,4142984,5.13345234757,5.90891264353,0.0011942552433
0,EJ-200,1,scintillation,1,right,700,710,705,858105,5.46737601939,8.61063312709,0.00316772393844
0,EJ-200,1,scintillation,1,right,710,720,715,3966,5.19845431474,5.44784923444,0.0370626258324
0,EJ-200,1,scintillation,1,right,720,730,725,1290,5.16773223196,4.76366446419,0.0607681096508
0,EJ-200,1,scintillation,1,right,730,740,735,2470,5.2678297433,4.36665261192,0.042046112203
0,EJ-200,1,scintillation,1,right,740,750,745,1110,5.40882437732,5.6718840667,0.0714829033091
0,EJ-200,1,scintillation,1,right,750,760,755,2081,5.40557267372,3.94215736021,0.0435242140995
0,EJ-200,1,scintillation,1,right,760,770,765,1107,5.48615404464,5.61136397355,0.071196789342
0,EJ-200,1,scintillation,1,right,770,780,775,2113,5.51107420499,4.71426894056,0.0472342940368
0,EJ-200,1,scintillation,1,right,780,790,785,1135,5.66942750074,7.16315834335,0.079442763833
0,EJ-200,1,scintillation,1,right,790,800,795,1931,5.68896892454,6.13192518191,0.0563517343176
0,EJ-200,1,scintillation,1,right,800,810,805,1089,5.6943671954,3.99632568205,0.0605782184687
0,EJ-200,1,scintillation,1,right,810,820,815,1910,5.78978546236,4.39254636149,0.0479558389868
0,EJ-200,1,scintillation,1,right,820,830,825,1007,5.82021328752,3.82855537051,0.061659887918
0,EJ-200,1,scintillation,1,right,830,840,835,1755,5.89714048488,4.89823193916,0.0528300610443
0,EJ-200,1,scintillation,1,right,840,850,845,1098,6.12170517059,5.90745956914,0.073349846434
0,EJ-200,1,scintillation,1,right,850,860,855,2046,6.09368143335,4.86450464904,0.0487603143413
0,EJ-200,1,scintillation,1,right,860,870,865,1289,6.18544065664,6.90103894842,0.0731696168
0,EJ-200,1,scintillation,1,right,870,880,875,2013,6.19171760153,4.03669959025,0.0447807463764
0,EJ-200,1,scintillation,1,right,880,890,885,1796,6.21758920444,4.63865633971,0.0508209680199
0,EJ-200,1,scintillation,1,right,890,900,895,3500125,6.41880961181,6.53167210206,0.0013660619978
0,EJ-200,1,scintillation,1,right,900,910,905,255287,7.23290010954,11.8662800572,0.00681777943546
0,EJ-200,1,scintillation,1,right,910,920,915,3045,6.38358367396,4.74998742795,0.0394959515622
0,EJ-200,1,scintillation,1,right,920,930,925,1089,6.57927792762,7.47376093127,0.0828429701079
0,EJ-200,1,scintillation,1,right,930,940,935,1671,6.59729492299,6.35455391792,0.0616672113353
0,EJ-200,1,scintillation,1,right,940,950,945,952,6.62817787305,6.50856396148,0.0826845018749
0,EJ-200,1,scintillation,1,right,950,960,955,1460,6.66781730238,5.71199818265,0.0625486012822
0,EJ-200,1,scintillation,1,right,960,970,965,923,6.65517991507,5.3772735854,0.0763273555568
0,EJ-200,1,scintillation,1,right,970,980,975,1386,6.80513645931,4.60750056604,0.0576568728142
0,EJ-200,1,scintillation,1,right,980,990,985,800,7.05189948395,8.14909741561,0.100927557037
0,EJ-200,1,scintillation,1,right,990,1000,995,1288,6.90976674429,4.95666247079,0.0620349935733
0,EJ-200,1,scintillation,1,right,1000,1010,1005,769,7.13753245253,7.84559357879,0.101006595587
0,EJ-200,1,scintillation,1,right,1010,1020,1015,1244,7.10324772905,5.02231060027,0.0635391782338
0,EJ-200,1,scintillation,1,right,1020,1030,1025,714,7.22906885841,9.46636584537,0.115144324522
0,EJ-200,1,scintillation,1,right,1030,1040,1035,1131,7.262126656,5.78946578652,0.0715464258921
0,EJ-200,1,scintillation,1,right,1040,1050,1045,728,7.27655577061,4.73465922397,0.0806452278822
0,EJ-200,1,scintillation,1,right,1050,1060,1055,1126,7.24478840979,5.4140440308,0.0693412548114
0,EJ-200,1,scintillation,1,right,1060,1070,1065,706,7.40824050724,5.34796659361,0.0870346109528
0,EJ-200,1,scintillation,1,right,1070,1080,1075,977,7.30538896952,3.8339392186,0.06264340125
0,EJ-200,1,scintillation,1,right,1080,1090,1085,795,7.57272358407,7.1877737534,0.0950853555867
0,EJ-200,1,scintillation,1,right,1090,1100,1095,1132,7.66306296282,7.38920303635,0.0807933445263
0,EJ-200,1,scintillation,1,right,1100,1110,1105,721,7.6089987316,4.2092922192,0.0764076611244
0,EJ-200,1,scintillation,1,right,1110,1120,1115,1134,7.6140281949,4.82668505776,0.0652406010838
0,EJ-200,1,scintillation,1,right,1120,1130,1125,894,7.85148463429,6.25158693482,0.0836231220956
0,EJ-200,1,scintillation,1,right,1130,1140,1135,1141,7.81969305277,4.61711201855,0.0636124882221
0,EJ-200,1,scintillation,1,right,1140,1150,1145,671,7.9334985701,5.36292987242,0.0894004693675
0,EJ-200,1,scintillation,1,right,1150,1160,1155,1394,8.01766967214,5.14675333779,0.0607624519348
0,EJ-200,1,scintillation,1,right,1160,1170,1165,831,7.97380940445,5.00232250784,0.0775863519379
0,EJ-200,1,scintillation,1,right,1170,1180,1175,1309,8.01528022648,5.91820719881,0.0672396214387
0,EJ-200,1,scintillation,1,right,1180,1190,1185,1133,8.12721945069,6.17673021577,0.0738353540115
0,EJ-200,1,scintillation,1,right,1190,1200,1195,2488116,8.33502630508,7.11812797945,0.00169140489856
0,EJ-200,1,scintillation,1,right,1200,1210,1205,135092,8.94288402319,10.9427289094,0.00900011387618
0,EJ-200,1,scintillation,1,right,1210,1220,1215,1691,8.23880129832,5.31924734784,0.0560858477942
0,EJ-200,1,scintillation,1,right,1220,1230,1225,772,8.33849765916,4.80916329699,0.0789270938018
0,EJ-200,1,scintillation,1,right,1230,1240,1235,1181,8.20609005535,3.40427361579,0.0536892430044
0,EJ-200,1,scintillation,1,right,1240,1250,1245,650,8.32356611102,4.89563610617,0.0867856431425
0,EJ-200,1,scintillation,1,right,1250,1260,1255,1051,8.40591322646,3.92918160634,0.0611434152442
