cell_id,material,x_mm,face,outcome,count,secant_q10,secant_median,secant_q90,fixed_distance_mm,path_q10_mm,path_median_mm,path_q90_mm,absolute_path_status
EJ200_xm200,EJ-200,-200,+Z,NON_ESCAPE,66332798,1.3703323055841041,2.2087244616234125,6.279434850863423,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ200_xm200,EJ-200,-200,+Z,ESCAPE,19314230,1.0217113665389528,1.1188811188811187,1.2426219322771048,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ200_xm200,EJ-200,-200,-Z,NON_ESCAPE,66637858,1.3712718546451834,2.21606648199446,6.379585326953748,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ200_xm200,EJ-200,-200,-Z,ESCAPE,19319527,1.0217113665389528,1.1188811188811187,1.2426219322771048,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ200_xm200,EJ-200,-200,-Y,NON_ESCAPE,4207184,1.269438273563948,1.6293279022403258,3.4100596760443307,30.0,38.08314820691844,48.87983706720977,102.30179028132991,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xm200,EJ-200,-200,-Y,ESCAPE,5716303,1.007302946361118,1.0590415673815197,1.2066365007541477,30.0,30.21908839083354,31.77124702144559,36.199095022624434,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xm200,EJ-200,-200,-X_SENSOR,NON_ESCAPE,17150,1.000250062515629,1.0007505629221918,1.008318628686665,500.0,500.1250312578145,500.3752814610959,504.1593143433325,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xm200,EJ-200,-200,-X_SENSOR,ESCAPE,0,nan,nan,nan,500.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xm200,EJ-200,-200,+X_SENSOR,NON_ESCAPE,5259,1.000250062515629,1.000250062515629,1.105888858169754,900.0,900.2250562640661,900.2250562640661,995.2999723527785,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xm200,EJ-200,-200,+X_SENSOR,ESCAPE,0,nan,nan,nan,900.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xm200,EJ-200,-200,+Y_SENSOR,NON_ESCAPE,1965961,1.0317255610007738,1.1046672190002762,2.452483139178418,30.0,30.951766830023214,33.140016570008285,73.57449417535254,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xm200,EJ-200,-200,+Y_SENSOR,ESCAPE,0,nan,nan,nan,30.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ200_xm200,EJ-200,-200,OPEN_+Y_OR_+/-X_UNRESOLVED,NON_ESCAPE,3325719,1.2543116964565695,1.6522098306484925,3.4393809114359413,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ200_xm200,EJ-200,-200,OPEN_+Y_OR_+/-X_UNRESOLVED,ESCAPE,4728776,1.0057832537088258,1.0596026490066226,1.21765601217656,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
