event_id,opsc-101_world_y_30mm_numerator,opsc-101_world_y_30mm_denominator,opsc-101_world_near_x_numerator,opsc-101_world_near_x_denominator,opsc-101_world_far_x_numerator,opsc-101_world_far_x_denominator,opsc-106_world_y_30mm_numerator,opsc-106_world_y_30mm_denominator,opsc-106_world_near_x_numerator,opsc-106_world_near_x_denominator,opsc-106_world_far_x_numerator,opsc-106_world_far_x_denominator
0,3607.4402817541863,14301.362545416756,3555.354554626576,14172.60731197217,3518.0499093979042,14091.459763976885,3599.1112820210656,14248.991186793713,3521.6801218398255,14065.582746268521,3471.4760275968965,13964.036865309461
1,4168.175511818415,16146.614699421965,4103.082408404306,15995.75785811343,4056.48274941305,15898.713343085543,4158.5511165995895,16085.727076593435,4061.7972586049623,15869.228508988403,3999.109718199588,15747.478354507966
2,5261.463172320025,20709.466039198058,5177.342784580267,20524.684714788633,5117.094031104373,20407.20942432282,5249.143773252787,20632.367269107788,5124.089353564439,20368.347135339696,5043.006416270432,20220.82805630261
3,4371.247803134167,17060.01326020859,4305.460790222004,16909.81480945677,4258.369158189519,16813.1178512179,4361.092775049535,16996.32201175194,4263.310741892247,16780.683462907044,4199.966878850466,16659.476806118844
4,4836.994879715453,18843.948498677593,4763.455369003215,18675.61618129704,4710.753279229286,18569.680804319898,4825.55187613391,18774.057153142912,4716.205856108469,18534.31525624781,4645.240751683199,18402.128587843537
5,3504.8299725543516,13771.656474342877,3449.4517171867265,13648.372631310633,3409.781796838751,13569.24679228712,3496.7239904221783,13720.64005500017,3414.3933191959745,13543.898380690936,3360.9976747980586,13444.503564475728
6,4018.825142798294,15757.701631171463,3960.046281686947,15617.558008308033,3917.95166605802,15529.277595376321,4009.572196584751,15699.15096810103,3922.193511441814,15499.494237791076,3865.5473375587776,15389.222862453042
7,4292.808753631213,16662.65254927144,4218.70725043472,16511.7177843354,4165.608110496456,16414.792042543875,4282.4045045962175,16600.120653853985,4172.2266541421795,16383.697895347977,4100.734589449922,16261.641004096926
8,3728.88826399375,14656.012695304755,3668.076210350853,14530.234613734021,3624.506472372152,14449.393305206608,3720.243649396799,14600.802621814832,3629.829658592558,14420.421036258838,3571.1752856215626,14318.38779332522
9,3973.2914414397374,15316.197221601258,3905.524485384183,15181.28709038647,3857.0357373851703,15093.756749638398,3963.734898848385,15259.317650085526,3863.023591962261,15065.293558441585,3797.8246792787677,14954.19878116243
10,3956.0256574013424,15360.480052427749,3891.7032446247667,15224.211540201964,3845.6443597051675,15135.529439567006,3946.887547856627,15303.864956047044,3851.271903649615,15107.656136188141,3789.2977088634334,14995.004592338884
11,4783.07003701755,18592.151511990778,4702.226050833939,18414.87283392002,4644.383580220246,18302.67235502837,4771.6706114985145,18523.89218803447,4651.5271857395755,18270.976565481025,4573.753898320965,18130.055814034396
12,4674.017682146763,18481.31266320293,4598.6835689841055,18315.082088676452,4544.733513980256,18207.89135199924,4663.158880300765,18413.71543917271,4551.170107613536,18174.96406252143,4478.571652634184,18040.189445853604
13,4018.037894864889,15336.59625167301,3956.8045252397283,15202.200200165216,3912.9917598684683,15115.788294533288,4008.9061071158626,15279.517260351191,3917.9053473167105,15086.747360604686,3858.9951626286493,14977.885611043812
