bin_low,bin_high,photons,probability,probability_se,uniform_probability,old_p_2mu_probability
0.0,0.05,1674445,0.009109288405365845,1.2597811725460216e-05,0.05,0.0025000000000000005
0.05,0.1,4121413,0.022421243847737048,1.5909289594233342e-05,0.05,0.0075000000000000015
0.1,0.15000000000000002,5891957,0.03205332846705274,1.3195059811853105e-05,0.05,0.012500000000000004
0.15000000000000002,0.2,7270901,0.039555037147152,1.6534873119947962e-05,0.05,0.0175
0.2,0.25,8334083,0.04533894253992015,1.8202129155540303e-05,0.05,0.022499999999999992
0.25,0.30000000000000004,9114280,0.04958335754668431,1.6578837352117707e-05,0.05,0.027500000000000024
0.30000000000000004,0.35000000000000003,9482580,0.05158697720555411,1.679186363411414e-05,0.05,0.0325
0.35000000000000003,0.4,9569273,0.0520586030515666,1.621512426921768e-05,0.05,0.037500000000000006
0.4,0.45,9655542,0.052527922259687804,1.6176222777988503e-05,0.05,0.04249999999999998
0.45,0.5,9739493,0.052984631121978806,1.6417634145463722e-05,0.05,0.04749999999999999
0.5,0.55,9806057,0.053346751510175955,1.7211018301570473e-05,0.05,0.05250000000000005
0.55,0.6000000000000001,9909182,0.053907770454843205,1.7515069901554276e-05,0.05,0.05750000000000005
0.6000000000000001,0.65,10036544,0.054600643131989486,1.6295462918976544e-05,0.05,0.062499999999999944
0.65,0.7000000000000001,10159824,0.05527130897924843,1.6447997345773615e-05,0.05,0.06750000000000006
0.7000000000000001,0.75,10268550,0.05586279839285223,1.6747646742737148e-05,0.05,0.0724999999999999
0.75,0.8,10445095,0.05682323562520403,1.836826797388211e-05,0.05,0.07750000000000012
0.8,0.8500000000000001,10724598,0.0583437832915442,1.749749220947229e-05,0.05,0.08250000000000002
0.8500000000000001,0.9,11093039,0.060348170016316524,1.762634460189073e-05,0.05,0.08749999999999991
0.9,0.9500000000000001,11867083,0.0645591115727385,1.7808419395767995e-05,0.05,0.09250000000000003
0.9500000000000001,1.0,14653383,0.07971709543238803,1.936136921341419e-05,0.05,0.09749999999999992
