event_id,track_id,global_id,time_alive_ns,n_reflections_scint_air,n_reflections_air_reflector,n_total_internal_reflections,visited_air_gap,visited_reflector_boundary
0,5037,6,10.0668245332,186,0,186,1,0
0,5016,13,3.72617801253,36,0,36,1,0
0,4997,12,5.98348759843,72,0,72,1,0
0,4970,2,9.52620376738,146,0,146,1,0
0,4968,3,6.12264343796,19,0,19,1,0
0,4961,7,6.99049525149,112,0,112,1,0
0,4960,4,4.43981329731,50,0,50,1,0
0,4940,0,10.3619002332,113,0,113,1,0
0,4926,9,5.11229707439,31,0,31,1,0
0,6347,9,6.12049391091,0,0,0,0,0
0,4904,9,8.13088527058,54,0,54,1,0
0,4895,3,9.7005772548,9,0,9,1,0
0,4885,2,4.20193235284,27,0,27,1,0
0,4867,4,4.30241338014,48,0,48,1,0
