x_beam_mm,channel,mean,mean_error,fano,fano_error
-650,83,0.8185,0.023093346045537616,1.1698934025656689,0.030123618950020335
-650,84,1.082,0.02349243999337031,1.091752310536044,0.028837809818296287
-650,85,1.147,0.026208676747254994,1.0674725370531821,0.04531009720634685
-600,0,166.1765,1.4038532077633188,13.306823454279037,1.2667420525975297
-600,1,186.4025,1.4995388545535644,14.379208936307185,1.3072934462751644
-600,2,201.8925,1.4722386954280715,14.041244443206162,1.1032902965422462
-600,3,186.852,1.2336575059980204,13.55157609230835,1.0930055485233336
-600,4,180.37,1.4038362852517723,13.489012030825526,1.0700602058292605
-600,5,208.67,1.608002192980956,15.05998035175157,1.3834506654949625
-600,6,173.665,1.4171231978535668,13.23263625370685,1.1109405943297623
-600,7,192.6525,1.4143774667396949,13.754203780122243,1.1867078755082279
-600,8,3.9215,0.0589882905418745,1.3768552212163716,0.06127679644168773
-600,9,4.28,0.048596079547309295,1.2940654205607478,0.04166229200232278
-600,10,4.442,0.052383203414834954,1.3263475911751461,0.050294717081764646
-600,11,3.8255,0.04400044856230667,1.3783949156972946,0.08637637812030294
-600,12,4.3515,0.04082875019034097,1.2887389980466506,0.0409532476454383
-600,13,4.85,0.05806983092069352,1.3050515463917527,0.04540663458505239
-600,14,3.8795,0.060181632973594405,1.204531447351463,0.05133575625467873
-600,15,3.921,0.05018334804546864,1.280734251466463,0.06284282928079278
-600,16,130.705,1.0422893577424412,10.016058873034696,0.778133226039554
-600,17,133.865,1.0060813768488697,10.695945728905986,0.8334589353399261
-600,18,175.868,1.3862874692387754,13.370246866968408,1.1575256623153816
-600,19,254.86,2.1052814538678724,18.47961782939653,1.597532423490353
-600,20,368.4995,2.935058098142802,26.573935649166415,2.288559085678918
-600,21,370.7175,2.6724427890090103,25.960459632334594,2.2480654450326614
-600,22,258.6945,1.905842468085412,19.17082570271111,1.7074854373380588
-600,23,182.103,1.5094539096186899,13.85142689027638,1.177573258849368
-600,24,148.7895,1.2346858699152703,11.066891075983182,0.9719596280756978
-600,25,130.8425,1.0943098942881109,10.113897959378642,0.8620508501139258
-600,26,102.056,0.7094257870760098,7.92804797366152,0.5910401059350565
-600,27,82.9375,0.6941552514804578,7.659461567445366,0.6312222564805421
-600,28,79.387,0.6710463549758019,6.325622973534709,0.5665095164262106
-600,29,72.1445,0.5176472457693898,5.910881907144689,0.4662514271846237
-600,30,63.489,0.5731009371921576,5.514717179353903,0.3841577909389067
-600,31,58.632,0.4291825767788418,4.753693819074908,0.31655745014305264
-600,32,38.2485,0.2846329815930069,4.018216341817326,0.3510681708107468
-600,33,32.719,0.32483915047945117,3.7349258534796297,0.21775746325594847
-600,34,40.0775,0.3303697091696529,3.7749483812613063,0.2813233368229
-600,35,40.0025,0.3659118926160999,3.5775137491406785,0.25507530940845435
-600,36,34.491,0.3158479814221055,3.228781972108666,0.27097185040144217
-600,37,26.8375,0.24481451087883335,2.825117605961807,0.19189935517019438
-600,38,23.197,0.2377228594282361,2.722213691425615,0.21092404840757487
-600,39,26.2715,0.2492327964817346,2.7843019146223096,0.15771309252840587
-600,40,20.2565,0.19509144279704282,2.4197027003677833,0.1691163537828305
-600,41,20.569,0.18753792598888055,2.5201146871505666,0.1466894617709721
-600,42,15.6255,0.1253363369834184,2.306822165690698,0.13783087038126268
-600,43,12.774,0.13196769939727834,2.167286989196806,0.1603618756918951
-600,44,17.0215,0.17366070215706167,1.9176357988426405,0.12971614684914595
-600,45,13.252,0.13453350199074887,2.0444080893450045,0.11410517413085834
-600,46,16.252,0.12405134760293882,1.9698188530642382,0.10701017156318723
-600,47,10.3385,0.09538088465670039,1.783809812835518,0.09098527661533136
-600,48,9.3705,0.09627940425766301,1.8101733898938157,0.11290022118142413
-600,49,12.4175,0.10284089653440423,1.7417510569760417,0.06354825111153051
-600,50,9.5155,0.08515767110113043,1.7036161788660604,0.07110733302949362
-600,51,8.3835,0.10748139373863642,1.6715486073835508,0.059136487410796364
-600,52,6.543,0.08978072703742386,1.6352057160324014,0.07970089126001698
-600,53,8.2155,0.10393691153265666,1.6157336437222325,0.095697614723643
-600,54,7.5145,0.08512676306235135,1.451299454388183,0.05521365978823135
-600,55,6.028,0.05260878453762568,1.4761473125414732,0.06397259118536294
-600,56,7.1595,0.074947262159889,1.4879614149032754,0.07273710247262068
-600,57,5.235,0.05658947270520029,1.470826170009551,0.09741192468115802
-600,58,5.3535,0.08500239934694077,1.4152494162697302,0.0574387628227767
-600,59,4.4475,0.06535681416573733,1.3947709387296234,0.05055786322014037
-600,60,4.729,0.05401705383731269,1.2982784943962784,0.06781237193877143
-600,61,4.5445,0.0627881777340121,1.3807943118054793,0.047171258821827225
-600,62,3.5155,0.05672869412248179,1.2577897169677146,0.03929389745715534
-600,63,3.0255,0.04504661328469701,1.259246322921831,0.051525425942400734
-600,64,4.011,0.05172243735861446,1.2794512590376463,0.05297394799059641
-600,65,4.2445,0.03427040306614117,1.2544987042054423,0.04340241677721248
-600,66,2.553,0.03282409256371879,1.2715201723462592,0.059267615990750255
-600,67,3.052,0.06427981593659178,1.3431507208387945,0.05215575559378549
-600,68,2.3085,0.05089346457888398,1.220848061511804,0.03790697780831757
-600,69,2.6,0.03148098841489805,1.266153846153846,0.05596207669686377
-600,70,2.4465,0.03991619510397945,1.186649397097895,0.04984629708119677
-600,71,2.669,0.05105672799626117,1.2369572873735482,0.053433162930559414
-600,72,2.325,0.03420141579094754,1.1145698924731182,0.03261706342305168
-600,73,1.5985,0.023488799122358916,1.0811997184860807,0.03274768171209113
-600,74,2.792,0.03559716132975825,1.1191747851002867,0.028831387636959232
-600,75,1.9215,0.033017339941947166,1.1310631017434294,0.03252628944845946
-600,76,1.7195,0.03430110478503106,1.1769815353300377,0.04099919891859516
-600,77,1.1425,0.022790522037391747,1.1397757111597375,0.047870270503399065
-600,78,1.1875,0.025244853566201274,1.0318684210526314,0.03963515412068687
-600,79,1.5335,0.02990577307407204,1.1580552657319856,0.03439904387122682
-600,80,1.3935,0.028043903549894608,1.1070382131324006,0.03329287005967215
-600,81,1.101,0.0327100499605403,1.1960027247956404,0.03818440433478124
-600,82,1.4185,0.021864113832584454,1.0703967218893198,0.042393268387330936
-600,83,1.4215,0.02727322766686092,1.0614405557509674,0.038567762147108095
-600,84,0.983,0.023654308609415618,1.0841414038657173,0.035124251678509286
-600,85,1.3905,0.022153471867620966,1.201013843941028,0.025857591336780287
-550,0,160.909,0.9914075321162584,9.490828474479365,0.681339916287717
-550,1,132.025,0.7775563949762262,8.348747396326454,0.5659467397050182
-550,2,111.1165,0.7240304860548703,8.01288672474385,0.6108927322391482
-550,3,156.347,0.9907520004096788,9.468058811489827,0.6797127991450458
-550,4,153.0485,0.829481535913275,8.851155991401418,0.6435203850365853
-550,5,154.2465,0.9367247742168343,9.044086820446495,0.6050629110275817
-550,6,147.7265,0.8897986984055593,8.9062605405936,0.5897504016770014
-550,7,131.4225,0.8100879987936339,8.02535329757081,0.6114220123047386
-550,8,4.7005,0.05221652793391847,1.3279012339112861,0.05221550420027873
-550,9,5.134,0.0672442523468306,1.3354195559018307,0.046565406817331165
-550,10,4.551,0.04675186458426305,1.3044163920017577,0.051469185496779035
-550,11,4.794,0.05468281746870615,1.2908977889027953,0.03465402466233761
-550,12,4.91,0.07667429405231668,1.3971283095723015,0.07432539429877477
-550,13,4.7155,0.05154698929387795,1.2858784328279083,0.037003670616405096
-550,14,4.9115,0.07330999429244217,1.2413046421663445,0.05954992768410103
-550,15,4.0455,0.03622644425220177,1.290923186256334,0.03758931193666069
-550,16,80.424,0.5138110445228636,5.2044442454988555,0.29719798858782526
-550,17,94.64,0.6397441922979411,6.419097633136094,0.5092144280087015
-550,18,97.444,0.6384361650487151,6.644430277903206,0.4651208620349655
-550,19,141.9215,0.8028266755985501,8.43562348023379,0.5170426733174374
-550,20,175.1535,1.0230800439436747,10.363258157844406,0.7071880660568668
-550,21,215.1335,1.329461757926679,12.774280517678557,0.9016196365418451
-550,22,280.7755,1.7650196770932485,17.646846322951962,1.371202941662014
