x_beam_mm,side,distance_cm,mean_ns,mean_ns_error,t50_ns,t50_ns_error,fpt_mean_ns,fpt_mean_ns_error,frac_gt10,frac_gt10_error
250,right,45.0,4.1268512049603014,0.0020992783452397764,3.694435641392974,0.0021381847150704503,1.9145880795390435,0.001581306532751891,0.010289502513449289,0.00012401474399392981
300,left,100.0,6.035073014157401,0.004632773947628816,5.589886175595348,0.004850034496581266,3.908684794358804,0.0028988154904890408,0.034364898128651504,0.0005071752714795447
300,right,40.0,3.9434262174486663,0.001918578291289773,3.518737338203803,0.0016579834376841828,1.7352814468106057,0.0014626196002532493,0.008926972371537613,0.00011920300011104624
350,left,105.0,6.199575388486663,0.005298050238571254,5.756149950491379,0.004001829132570269,4.080108355297662,0.002086864109747536,0.03862328281412339,0.0006522233989042992
350,right,35.0,3.762765746673276,0.001683538029067204,3.33449829894849,0.00215492064392441,1.5548209761687408,0.0015610164194041446,0.00793988107887379,9.49149833015547e-05
400,left,110.0,6.365370624255398,0.00450360081141225,5.922768700604174,0.004639302850325154,4.271381004955493,0.0035216658046650522,0.04255903349807798,0.0006181384587362806
400,right,30.0,3.569802080830286,0.0018864543050290208,3.1444103722343306,0.0017311218448087323,1.3744042501129679,0.0013045668792688134,0.0070327163661443115,7.439083644333853e-05
450,left,115.0,6.532711287302703,0.004656263370747509,6.0897295703214445,0.004516981454300011,4.4532215824101335,0.00347225146040866,0.04696364894353079,0.00055597796334689
450,right,25.0,3.3815537911106635,0.001447111512028313,2.9588412702318516,0.0013045079772253864,1.191481170615204,0.0010254597002475976,0.005956865372479574,6.479262702186799e-05
500,left,120.0,6.716591339633486,0.005607122261951829,6.273516518973921,0.006010037651960892,4.639757544485837,0.0038891939709058284,0.053990412917332434,0.0008051444211106101
500,right,20.0,3.1805003492231476,0.0014298747739747415,2.7553444366127833,0.0017177452424293554,1.0102157008610224,0.0007845085032552472,0.005289477557357912,4.293508031052338e-05
550,left,125.0,6.872399348259077,0.006481216372406346,6.434188360577725,0.00437755878368132,4.823531376793259,0.003497832707099822,0.05973093932893726,0.0009152227097612252
550,right,15.0,2.9765389163772995,0.001446945251119132,2.5574620829328456,0.001045668970794876,0.8224653867612829,0.0009304127510555093,0.004480004989332703,5.020721055191875e-05
600,left,130.0,7.039521650012928,0.006811308176647585,6.602818314368908,0.005765424684588069,5.008270626727284,0.003872068908478494,0.0651356047442774,0.000944748526926612
600,right,10.0,2.747740082104693,0.0009926162369523726,2.327918696289989,0.0009602235135437399,0.6298351397235427,0.0005208722294266483,0.003840160266231379,3.934155641565843e-05
650,left,135.0,7.2177459814986555,0.006315874399727621,6.770580723247649,0.006945174963637304,5.188269824426474,0.0034205895493213,0.07311289466702044,0.0010412133469075624
650,right,5.0,2.4924960138448466,0.0006518214451810468,2.071665694119744,0.0005470492060060886,0.425207039584919,0.00023091538345781053,0.003121626480130012,2.6933883168425515e-05
670,left,137.0,7.289736153602584,0.00801257159979685,6.842155750709044,0.006658184552066726,5.2731526987704616,0.002742837609090389,0.07738116337598809,0.0012386182994562165
670,right,3.0,2.3654683376865524,0.0005316447012852136,1.9416798307856475,0.0006113625593276293,0.3409688526483964,0.00015347832674919036,0.0028311578384014762,3.592889266189519e-05
690,left,139.0,7.339050967900163,0.005379022736345906,6.909700425182763,0.005750440756385042,5.3381374986972485,0.003553804781515927,0.07730167921250723,0.0007218203654566464
690,right,1.0,2.2011625901197736,0.0006866282870714004,1.7734854507251545,0.0005753431271591867,0.25544460391662777,0.00010715578766967705,0.0024992009451099864,1.9528936371495095e-05
