face,encounters,encounter_share,encounter_share_se,escaped,conditional_escape,conditional_escape_se,escape_share
+Z,85533829.0,0.44709814356517674,6.769003300321252e-05,19286932.0,0.22548893491018623,5.306053512677203e-05,0.3935606580793266
-Z,85838581.0,0.44869112794388116,6.872968239092404e-05,19292772.0,0.22475641809596084,5.57776620153463e-05,0.39367982655273565
-Y,9909680.0,0.05179938257323848,2.2264293656326576e-05,5706366.0,0.5758375648860508,0.00015111097124738567,0.11644159673511031
-X_SENSOR,5233.0,2.7353675295847795e-05,3.7658755826882634e-07,0.0,0.0,0.0,0.0
+X_SENSOR,17149.0,8.964039320628585e-05,6.91193881345443e-07,0.0,0.0,0.0,0.0
+Y_SENSOR,1961323.0,0.01025212927427443,7.823534473774518e-06,0.0,0.0,0.0,0.0
OPEN_+Y_OR_+/-X_UNRESOLVED,8043049.0,0.04204222257492706,1.901997791352716e-05,4720180.0,0.5868645087205113,0.0001822257614278739,0.09631791863282745
