bin_low,bin_high,photons,probability,probability_se,uniform_probability,old_p_2mu_probability
0.0,0.05,1808064,0.009438099806095153,1.2800321241050316e-05,0.05,0.0025000000000000005
0.05,0.1,4376647,0.022846111200735666,1.58553338340769e-05,0.05,0.0075000000000000015
0.1,0.15000000000000002,6203739,0.03238353722709204,1.2839053409363995e-05,0.05,0.012500000000000004
0.15000000000000002,0.2,7622028,0.039787010298779145,1.621498292908921e-05,0.05,0.0175
0.2,0.25,8720681,0.045521982438186746,1.6879076841406185e-05,0.05,0.022499999999999992
0.25,0.30000000000000004,9536871,0.049782496823040825,1.6783387923757256e-05,0.05,0.027500000000000024
0.30000000000000004,0.35000000000000003,9896441,0.051659453361790356,1.671180774705109e-05,0.05,0.0325
0.35000000000000003,0.4,9976114,0.05207534667411283,1.620923119393769e-05,0.05,0.037500000000000006
0.4,0.45,10045488,0.052437479173818614,1.6279941732774547e-05,0.05,0.04249999999999998
0.45,0.5,10129254,0.05287473795910352,1.5488567110119466e-05,0.05,0.04749999999999999
0.5,0.55,10198438,0.05323587865820758,1.7004949452233148e-05,0.05,0.05250000000000005
0.55,0.6000000000000001,10298749,0.053759502395890106,1.648764073888712e-05,0.05,0.05750000000000005
0.6000000000000001,0.65,10430991,0.05444980605469733,1.6752129547456968e-05,0.05,0.062499999999999944
0.65,0.7000000000000001,10543194,0.05503550607004153,1.685118012590782e-05,0.05,0.06750000000000006
0.7000000000000001,0.75,10666125,0.05567720627936105,1.6140177549842204e-05,0.05,0.0724999999999999
0.75,0.8,10847366,0.05662328487334693,1.632409818039066e-05,0.05,0.07750000000000012
0.8,0.8500000000000001,11134660,0.05812296046320011,1.6541110318250696e-05,0.05,0.08250000000000002
0.8500000000000001,0.9,11522919,0.06014967367280702,1.8012852370352214e-05,0.05,0.08749999999999991
0.9,0.9500000000000001,12337335,0.06440092777204288,1.8354784482186867e-05,0.05,0.09250000000000003
0.9500000000000001,1.0,15275661,0.07973899879765058,2.0729876906305335e-05,0.05,0.09749999999999992
