name,stage,events,x_mm,scint_air_finish,scint_air_sigma_rad,reflector_R,surface_loss,runtime_s,n_gen_total,n_gen_per_event,edep_mev_per_event,bar_to_sipm_entering_total,bar_to_sipm_entering_per_event,npe_end,npe_l,npe_r,recorded_over_generated,recorded_over_entering,paired_fraction,sigma_end_ps,detected_time_p95_ns,detected_time_max_ns,steps_per_generated_photon,speed_gate,missing_rindex,max_superluminal_fraction,root_path,log_path,audit_dir,boundary_TotalInternalReflection,boundary_FresnelReflection,boundary_FresnelRefraction,boundary_Absorption,boundary_NoRINDEX,boundary_SurfaceLossKilled
rough_R0_polished_s0p00,roughness_R0,20,0.0,polished,0.0,0.0,0.0,159.78874554199865,390431,19521.55,1.8770721153846153,59057,2952.85,1837.9,914.55,923.35,0.09414723728392468,0.6224156323551823,1.0,58.37862995009612,10.671962169189268,35.208024293342476,55.1158821917317,PASS,0,0.0,/mnt/d/SHiP/ej200_endonly/out/EXEC_26/raw/rough_R0_polished_s0p00/photon_hits.root,/mnt/d/SHiP/ej200_endonly/out/EXEC_26/raw/rough_R0_polished_s0p00/run.log,/mnt/d/SHiP/ej200_endonly/out/EXEC_26/raw/rough_R0_polished_s0p00/audit,12479243,28891,183013,179762,0,0
rough_R0_ground_s0p05,roughness_R0,20,0.0,ground,0.05,0.0,0.0,63.470997063999675,434506,21725.3,2.088971153846154,31096,1554.8,977.3,487.4,489.9,0.04498441908742342,0.6285695909441729,1.0,48.66382571075103,9.09077694964981,21.360379802553332,18.772286228498572,PASS,0,0.0,/mnt/d/SHiP/ej200_endonly/out/EXEC_26/raw/rough_R0_ground_s0p05/photon_hits.root,/mnt/d/SHiP/ej200_endonly/out/EXEC_26/raw/rough_R0_ground_s0p05/run.log,/mnt/d/SHiP/ej200_endonly/out/EXEC_26/raw/rough_R0_ground_s0p05/audit,5692,3052,345576,739499,0,0
rough_R0_ground_s0p10,roughness_R0,20,0.0,ground,0.1,0.0,0.0,47.24393527999928,420189,21009.45,2.020139423076923,20314,1015.7,634.05,317.3,316.75,0.030179276468446342,0.6242492862065571,1.0,30.30195141961402,9.061371676894272,20.09749194105888,13.710363669681977,PASS,0,0.0,/mnt/d/SHiP/ej200_endonly/out/EXEC_26/raw/rough_R0_ground_s0p10/photon_hits.root,/mnt/d/SHiP/ej200_endonly/out/EXEC_26/raw/rough_R0_ground_s0p10/run.log,/mnt/d/SHiP/ej200_endonly/out/EXEC_26/raw/rough_R0_ground_s0p10/audit,2285,1284,277757,259358,0,0
rough_R0_ground_s0p20,roughness_R0,20,0.0,ground,0.2,0.0,0.0,34.040764166999,378558,18927.9,1.8199903846153846,6076,303.8,188.9,92.8,96.1,0.009979976648228276,0.6217906517445688,1.0,64.68145913244841,9.06277888452733,18.787432175393832,10.535246910645132,PASS,0,0.0,/mnt/d/SHiP/ej200_endonly/out/EXEC_26/raw/rough_R0_ground_s0p20/photon_hits.root,/mnt/d/SHiP/ej200_endonly/out/EXEC_26/raw/rough_R0_ground_s0p20/run.log,/mnt/d/SHiP/ej200_endonly/out/EXEC_26/raw/rough_R0_ground_s0p20/audit,1234,280,962550,292170,0,0
rough_R0_ground_s0p30,roughness_R0,20,0.0,ground,0.3,0.0,0.0,29.581033084999945,386627,19331.35,1.8587836538461537,2007,100.35,62.85,31.3,31.55,0.0032511955967896708,0.6263079222720478,1.0,129.76634552525232,9.029894831134353,18.467503555176368,8.97588631937242,PASS,0,0.0,/mnt/d/SHiP/ej200_endonly/out/EXEC_26/raw/rough_R0_ground_s0p30/photon_hits.root,/mnt/d/SHiP/ej200_endonly/out/EXEC_26/raw/rough_R0_ground_s0p30/run.log,/mnt/d/SHiP/ej200_endonly/out/EXEC_26/raw/rough_R0_ground_s0p30/audit,523,194,295464,1181685,0,0
rough_R0_ground_s0p50,roughness_R0,20,0.0,ground,0.5,0.0,0.0,26.343781622999813,414065,20703.25,1.9906971153846154,662,33.1,20.25,9.8,10.45,0.0009781073019936484,0.6117824773413897,1.0,246.02769894879341,9.58473619212897,13.219053451962484,7.680460797217828,PASS,0,0.0,/mnt/d/SHiP/ej200_endonly/out/EXEC_26/raw/rough_R0_ground_s0p50/photon_hits.root,/mnt/d/SHiP/ej200_endonly/out/EXEC_26/raw/rough_R0_ground_s0p50/run.log,/mnt/d/SHiP/ej200_endonly/out/EXEC_26/raw/rough_R0_ground_s0p50/audit,376,302,430345,571649,0,0
