run,x_true_mm,nearest_top_id,distance_to_center_mm,threshold,mean_npe,efficiency,mean_time_ns,sigma_time_ns
photon_hits_run_C2_x-654mm,-654.0,18,2.0,4,349.619,1.0,0.3686251189309721,0.0362843099673364
photon_hits_run_C2_x-654mm,-654.0,18,2.0,20,349.619,1.0,0.7161795030884958,0.0798318458500632
photon_hits_run_A_x-652mm,-652.0,18,0.0,4,349.3955,1.0,0.3689427056831736,0.0349616023222019
photon_hits_run_A_x-652mm,-652.0,18,0.0,20,349.3955,1.0,0.7174628535251129,0.0783220546617274
photon_hits_run_C1_x-648mm,-648.0,18,4.0,4,377.797,1.0,0.3721139890169844,0.0391368896146523
photon_hits_run_C1_x-648mm,-648.0,18,4.0,20,377.797,1.0,0.7218542488059488,0.0806265321366734
photon_hits_run_B_x-642mm,-642.0,18,10.0,4,413.197,1.0,0.382634062930576,0.0474495689408293
photon_hits_run_B_x-642mm,-642.0,18,10.0,20,413.197,1.0,0.739561033265809,0.0866497759991371
