event_id,detected,matched_boundary_detection,orphan_standard_SD,orphan_fraction_of_detected
1433,5650,5572,78,0.013805309734513275
1434,5106,5035,71,0.013905209557383471
1435,4657,4595,62,0.013313291818767448
1436,4373,4304,69,0.015778641664761034
1437,4773,4691,82,0.017179970668342762
1438,6102,6011,91,0.014913143231727303
1439,6191,6082,109,0.017606202552091745
1440,4494,4430,64,0.014241210502892745
1441,6214,6130,84,0.013517862890247827
1442,5607,5525,82,0.01462457642232923
1443,5650,5558,92,0.016283185840707964
1444,5092,5035,57,0.011194029850746268
1445,4684,4614,70,0.014944491887275833
1446,4827,4767,60,0.012430080795525171
1447,4540,4468,72,0.015859030837004406
1448,4574,4501,73,0.015959772627896808
1449,11320,11152,168,0.014840989399293287
1450,7986,7851,135,0.0169045830202855
1451,4490,4422,68,0.015144766146993319
1452,5220,5139,81,0.015517241379310345
1453,5590,5482,108,0.01932021466905188
1454,4868,4812,56,0.011503697617091208
1455,4946,4853,93,0.018803073190456935
1456,5143,5046,97,0.018860587205910946
1457,6722,6627,95,0.014132698601606665
1458,5074,5001,73,0.014387071344107213
1459,4473,4412,61,0.013637379834562932
1460,5461,5374,87,0.01593114814136605
1461,6758,6664,94,0.013909440662918023
1462,4516,4460,56,0.012400354295837024
1463,4430,4367,63,0.014221218961625282
1464,4856,4784,72,0.014827018121911038
1465,5873,5774,99,0.016856802315681933
1466,4473,4406,67,0.014978761457634698
1467,5140,5057,83,0.01614785992217899
1468,4653,4585,68,0.014614227380184827
1469,6653,6545,108,0.01623327822035172
1470,7769,7650,119,0.015317286652078774
1471,4222,4154,68,0.016106110847939364
1472,5126,5052,74,0.01443620756925478
1473,7305,7187,118,0.016153319644079397
1474,4951,4871,80,0.016158351848111492
1475,4321,4271,50,0.011571395510298541
1476,5109,5032,77,0.015071442552358583
1477,4775,4705,70,0.014659685863874346
1478,4945,4865,80,0.016177957532861477
1479,5522,5442,80,0.014487504527345164
1480,5261,5191,70,0.013305455236647026
1481,5460,5365,95,0.0173992673992674
1482,5220,5143,77,0.01475095785440613
1483,6099,6000,99,0.016232169208066895
1484,4870,4807,63,0.012936344969199178
1485,4520,4451,69,0.015265486725663717
1486,6035,5957,78,0.01292460646230323
1487,6268,6187,81,0.012922782386726228
1488,5342,5260,82,0.015350056158742045
1489,7195,7077,118,0.016400277970813063
1490,4239,4167,72,0.016985138004246284
1491,4873,4795,78,0.016006566796634515
1492,6427,6338,89,0.01384782946942586
1493,9112,8963,149,0.01635206321334504
1494,5210,5129,81,0.015547024952015355
1495,5019,4944,75,0.014943215780035863
1496,4550,4485,65,0.014285714285714285
1497,4843,4757,86,0.017757588271732398
1498,7453,7344,109,0.014624983228230243
1499,4427,4352,75,0.0169414953693246
1500,6705,6598,107,0.015958240119313946
1501,5014,4933,81,0.016154766653370563
1502,6425,6340,85,0.013229571984435798
1503,5703,5625,78,0.013677012098895318
1504,4496,4430,66,0.014679715302491103
1505,4825,4743,82,0.01699481865284974
1506,6505,6402,103,0.015833973866256727
1507,4625,4552,73,0.015783783783783784
1508,4658,4587,71,0.015242593387720051
1509,6645,6540,105,0.01580135440180587
1510,4906,4832,74,0.015083571137382797
1511,5108,5014,94,0.01840250587314017
1512,5617,5516,101,0.017981128716396653
1513,4709,4643,66,0.014015714589084731
1514,4714,4648,66,0.014000848536274925
1515,5853,5772,81,0.013839056893900564
1516,4900,4824,76,0.015510204081632653
1517,5057,5000,57,0.011271504844769626
1518,7349,7234,115,0.015648387535719146
1519,4641,4574,67,0.014436543848308555
1520,4686,4615,71,0.015151515151515152
1521,6575,6463,112,0.017034220532319393
1522,5392,5313,79,0.0146513353115727
1523,4358,4284,74,0.01698026617714548
1524,11841,11665,176,0.014863609492441516
1525,5653,5570,83,0.014682469485229083
1526,4661,4592,69,0.014803690195237074
1527,5936,5852,84,0.014150943396226415
1528,4630,4574,56,0.012095032397408207
1529,5024,4947,77,0.015326433121019108
1530,4530,4456,74,0.016335540838852098
1531,11886,11706,180,0.01514386673397274
1532,4918,4844,74,0.015046766978446523
1533,6634,6530,104,0.01567681640036177
1534,5079,5012,67,0.013191573144319749
1535,5371,5273,98,0.01824613665983988
1536,4690,4613,77,0.016417910447761194
1537,5673,5582,91,0.01604089546976908
1538,4679,4616,63,0.01346441547339175
1539,7325,7213,112,0.015290102389078498
1540,5426,5334,92,0.01695539992628087
1541,4386,4326,60,0.013679890560875513
1542,5336,5269,67,0.012556221889055473
1543,5095,5014,81,0.01589793915603533
1544,4682,4620,62,0.013242204186245195
1545,4537,4465,72,0.01586951730218206
1546,5030,4941,89,0.017693836978131212
1547,4294,4222,72,0.016767582673497903
1548,4414,4350,64,0.014499320344358859
1549,6016,5926,90,0.014960106382978724
1550,4402,4336,66,0.014993184915947297
1551,4359,4299,60,0.013764624913971095
1552,5079,5006,73,0.014372908052766293
1553,6362,6264,98,0.015403961018547626
1554,5393,5308,85,0.01576117188948637
1555,4080,4030,50,0.012254901960784314
1556,6260,6169,91,0.014536741214057508
1557,5621,5525,96,0.017078811599359544
1558,5469,5403,66,0.012068019747668678
1559,4751,4670,81,0.017049042306882763
1560,4610,4531,79,0.017136659436008676
1561,5399,5317,82,0.015187997777366178
1562,5319,5248,71,0.013348373754465124
1563,10632,10473,159,0.014954853273137697
1564,6181,6077,104,0.01682575635010516
1565,5973,5877,96,0.01607232546459066
1566,4694,4635,59,0.012569237324243716
1567,6413,6317,96,0.014969593014189927
1568,4775,4699,76,0.015916230366492146
1569,6151,6056,95,0.015444643147455698
1570,4591,4525,66,0.014375952951426704
1571,6120,6042,78,0.012745098039215686
1572,6125,6025,100,0.0163265306122449
1573,12723,12502,221,0.01737011711074432
1574,6197,6098,99,0.015975472002581894
1575,4676,4602,74,0.015825491873396064
1576,5185,5099,86,0.016586306653809064
1577,4109,4037,72,0.017522511559990267
1578,5922,5822,100,0.016886187098953058
1579,4545,4475,70,0.015401540154015401
1580,11651,11482,169,0.014505192687322976
1581,4528,4453,75,0.016563604240282685
1582,5088,5001,87,0.017099056603773585
1583,4915,4839,76,0.015462868769074262
1584,4484,4418,66,0.014719000892060661
1585,5356,5291,65,0.012135922330097087
1586,4643,4581,62,0.013353435278914494
1587,5636,5543,93,0.016501064584811924
1588,7650,7530,120,0.01568627450980392
1589,4699,4630,69,0.014683975313896574
1590,4469,4410,59,0.013202058626090848
1591,4387,4320,67,0.015272395714611352
1592,5161,5082,79,0.015307111024995155
1593,4512,4435,77,0.017065602836879433
1594,4941,4869,72,0.014571948998178506
1595,5196,5117,79,0.015204003079291763
1596,8261,8123,138,0.0167049993947464
1597,5757,5664,93,0.01615424700364773
1598,4897,4816,81,0.016540739228098837
1599,5325,5250,75,0.014084507042253521
1600,4916,4833,83,0.016883645240032545
1601,5586,5518,68,0.01217329036877909
1602,4883,4810,73,0.014949825926684415
1603,7651,7519,132,0.017252646712847992
1604,4471,4388,83,0.018564079624245135
1605,4630,4563,67,0.014470842332613391
1606,5825,5724,101,0.017339055793991417
1607,4891,4817,74,0.015129830300552035
1608,4813,4748,65,0.013505090380220236
1609,5345,5263,82,0.015341440598690364
1610,4532,4463,69,0.015225066195939982
1611,5777,5678,99,0.017136922277998963
1612,4684,4617,67,0.01430401366353544
1613,8135,8015,120,0.014751075599262446
1614,5355,5280,75,0.014005602240896359
1615,5318,5258,60,0.011282437006393382
1616,4479,4426,53,0.01183299843715115
1617,5429,5340,89,0.01639344262295082
1618,4378,4288,90,0.02055733211512106
1619,5990,5893,97,0.016193656093489148
1620,4435,4365,70,0.015783540022547914
1621,4403,4330,73,0.01657960481489893
1622,5655,5566,89,0.015738284703801945
1623,5748,5657,91,0.015831593597773138
1624,4559,4495,64,0.014038166264531696
1625,4523,4459,64,0.01414990050851205
1626,5319,5241,78,0.014664410603496898
1627,7197,7101,96,0.013338891204668612
1628,4601,4531,70,0.015214083894805478
1629,4998,4922,76,0.01520608243297319
1630,5101,5025,76,0.014899039404038424
1631,5287,5208,79,0.014942311329676565
1632,5185,5094,91,0.017550626808100288
1633,5096,5017,79,0.015502354788069073
1634,4966,4898,68,0.01369311316955296
1635,4294,4226,68,0.015836050302748022
1636,4612,4544,68,0.014744145706851692
1637,10929,10773,156,0.014273950041174856
1638,5646,5562,84,0.01487778958554729
1639,4235,4160,75,0.01770956316410862
1640,5473,5383,90,0.016444363237712405
1641,5022,4949,73,0.014536041417761847
1642,4199,4127,72,0.017146939747558942
1643,9276,9130,146,0.015739542906425184
1644,5329,5240,89,0.016701069619065492
1645,4993,4919,74,0.014820749048668135
1646,4474,4405,69,0.015422440768886903
1647,4567,4506,61,0.013356689292752353
1648,5233,5162,71,0.013567743168354672
1649,5212,5131,81,0.015541059094397545
1650,4817,4749,68,0.014116670126634834
1651,7223,7125,98,0.013567769624809637
1652,7593,7485,108,0.014223627024891347
1653,4633,4566,67,0.014461472048348802
1654,4782,4721,61,0.012756168966959431
1655,5824,5723,101,0.017342032967032968
1656,4692,4625,67,0.014279624893435636
1657,5113,5022,91,0.01779777038920399
1658,5556,5475,81,0.014578833693304536
1659,4927,4853,74,0.015019281510046681
1660,7308,7198,110,0.0150519978106185
1661,4799,4726,73,0.01521150239633257
1662,5754,5667,87,0.015119916579770595
1663,4752,4683,69,0.01452020202020202
1664,4382,4313,69,0.01574623459607485
1665,4741,4665,76,0.016030373338958025
1666,4586,4507,79,0.017226341037941562
1667,5043,4976,67,0.013285742613523697
1668,5195,5118,77,0.01482194417709336
1669,5151,5049,102,0.019801980198019802
1670,4869,4808,61,0.01252823988498665
1671,4469,4395,74,0.0165585142089953
1672,4623,4554,69,0.014925373134328358
1673,5180,5109,71,0.013706563706563707
1674,5694,5609,85,0.014927994380049174
1675,4271,4211,60,0.014048232264106767
1676,4926,4860,66,0.013398294762484775
1677,6461,6370,91,0.014084507042253521
1678,5740,5639,101,0.01759581881533101
1679,4826,4770,56,0.011603812681309573
1680,4615,4529,86,0.018634886240520045
1681,5879,5802,77,0.01309746555536656
1682,4931,4855,76,0.015412695193672683
1683,5750,5681,69,0.012
1684,5440,5355,85,0.015625
1685,4990,4929,61,0.012224448897795592
1686,5361,5287,74,0.013803394889013243
1687,5841,5750,91,0.015579524054100326
1688,5495,5395,100,0.018198362147406732
1689,5166,5105,61,0.011807975222609369
1690,5752,5660,92,0.015994436717663423
1691,7815,7709,106,0.013563659628918746
1692,4601,4524,77,0.016735492284286026
1693,7322,7206,116,0.015842665938268233
1694,4924,4858,66,0.013403736799350122
1695,6582,6475,107,0.01625645700395017
1696,5202,5127,75,0.01441753171856978
1697,5363,5286,77,0.014357635651687487
1698,9216,9086,130,0.014105902777777778
1699,5059,4966,93,0.01838307966001186
1700,5737,5643,94,0.016384870141188775
1701,5846,5763,83,0.014197742045843311
1702,5092,5021,71,0.01394344069128044
1703,4525,4463,62,0.013701657458563535
1704,12049,11855,194,0.016100921238277034
1705,4625,4571,54,0.011675675675675675
1706,6029,5945,84,0.013932658815724001
1707,4901,4825,76,0.015507039379718425
1708,4827,4751,76,0.015744769007665218
1709,4562,4482,80,0.017536168347216132
1710,4994,4912,82,0.016419703644373247
1711,5350,5269,81,0.01514018691588785
1712,5350,5274,76,0.014205607476635514
1713,5957,5867,90,0.015108275977841196
1714,5099,5029,70,0.013728181996469895
1715,4746,4673,73,0.015381373788453435
1716,5105,5041,64,0.012536728697355533
1717,4705,4633,72,0.015302869287991499
1718,4816,4748,68,0.014119601328903655
1719,4766,4695,71,0.014897188417960554
1720,5595,5519,76,0.013583556747095622
1721,4664,4607,57,0.012221269296740995
1722,5999,5915,84,0.014002333722287048
1723,4330,4254,76,0.017551963048498844
1724,11493,11334,159,0.013834507961367789
1725,5719,5628,91,0.01591187270501836
1726,5439,5364,75,0.013789299503585218
1727,4639,4585,54,0.01164043974994611
1728,4500,4424,76,0.016888888888888887
1729,5223,5148,75,0.014359563469270534
1730,4339,4269,70,0.01613274948144734
1731,7702,7584,118,0.015320695923136847
1732,5291,5201,90,0.01701001701001701
1733,4952,4867,85,0.017164781906300483
1734,4482,4407,75,0.01673360107095047
1735,4836,4770,66,0.013647642679900745
1736,4465,4399,66,0.014781634938409855
1737,4546,4483,63,0.013858336999560053
1738,5155,5077,78,0.01513094083414161
1739,5397,5316,81,0.01500833796553641
1740,4254,4198,56,0.013164080865068171
1741,7640,7528,112,0.014659685863874346
1742,4465,4400,65,0.014557670772676373
1743,4613,4540,73,0.01582484283546499
1744,4633,4561,72,0.01554068638031513
1745,4290,4214,76,0.017715617715617717
1746,8349,8227,122,0.01461252844652054
1747,4655,4578,77,0.016541353383458645
1748,4633,4554,79,0.01705158644506799
1749,4472,4393,79,0.0176654740608229
1750,4590,4513,77,0.016775599128540306
1751,8239,8127,112,0.013593882752761258
1752,5168,5083,85,0.01644736842105263
1753,6930,6813,117,0.016883116883116882
1754,4688,4613,75,0.01599829351535836
1755,7913,7797,116,0.01465942120561102
1756,4761,4703,58,0.012182314639781559
1757,5840,5765,75,0.012842465753424657
1758,4830,4745,85,0.017598343685300208
1759,4668,4597,71,0.015209940017137961
1760,4840,4763,77,0.015909090909090907
1761,9989,9841,148,0.014816297927720493
1762,4411,4352,59,0.013375651779641805
1763,4373,4310,63,0.014406585867825292
1764,4795,4703,92,0.0191866527632951
1765,5931,5849,82,0.013825661777103355
1766,4869,4792,77,0.015814335592524133
1767,5657,5557,100,0.0176772140710624
1768,5011,4936,75,0.014967072440630613
1769,8866,8714,152,0.01714414617640424
1770,4820,4750,70,0.014522821576763486
1771,4450,4373,77,0.017303370786516854
1772,4713,4645,68,0.014428177381710164
1773,4885,4802,83,0.01699078812691914
1774,5019,4933,86,0.017134887427774456
1775,4516,4448,68,0.015057573073516387
1776,6143,6048,95,0.01546475663356666
1777,5560,5491,69,0.012410071942446043
1778,5257,5163,94,0.017880920677192314
1779,6383,6283,100,0.015666614444618518
1780,6889,6774,115,0.01669327914065902
1781,4895,4828,67,0.013687436159346271
1782,4486,4406,80,0.017833259028087384
1783,5337,5254,83,0.015551808131909312
1784,4644,4591,53,0.011412575366063738
1785,4883,4824,59,0.012082736022936719
1786,5177,5103,74,0.014293992659841607
1787,6009,5927,82,0.013646197370610751
1788,4860,4777,83,0.017078189300411523
1789,4895,4812,83,0.016956077630234934
1790,5097,5020,77,0.015106925642534824
1791,5989,5896,93,0.01552846885957589
1792,4499,4421,78,0.01733718604134252
1793,5312,5243,69,0.012989457831325301
1794,4897,4811,86,0.01756177251378395
1795,4977,4905,72,0.014466546112115732
1796,6103,6007,96,0.01572996886776995
1797,4762,4684,78,0.01637967240655187
1798,4961,4898,63,0.012699052610360815
1799,5057,4984,73,0.014435436029266363
1800,7801,7696,105,0.013459812844507115
1801,5273,5206,67,0.012706239332448322
1802,4651,4591,60,0.012900451515803053
1803,4753,4673,80,0.016831474857984433
1804,8262,8125,137,0.016581941418542724
1805,4572,4502,70,0.01531058617672791
1806,7716,7600,116,0.01503369621565578
1807,4750,4680,70,0.014736842105263158
1808,4558,4497,61,0.01338306274681878
1809,5631,5540,91,0.016160539868584622
1810,9181,9045,136,0.014813201176342446
1811,4243,4189,54,0.01272684421399953
1812,4895,4836,59,0.012053115423901941
1813,5921,5838,83,0.0140179023813545
1814,6073,5976,97,0.015972336571710852
1815,6142,6041,101,0.016444154998371867
1816,9048,8897,151,0.016688770999115827
1817,4916,4835,81,0.01647681041497152
1818,4543,4473,70,0.015408320493066256
1819,9628,9498,130,0.013502285002077275
1820,5089,5018,71,0.013951660444095107
1821,4861,4785,76,0.01563464307755606
1822,4486,4425,61,0.01359786000891663
1823,8237,8125,112,0.013597183440573025
1824,4968,4899,69,0.013888888888888888
1825,4422,4353,69,0.015603799185888738
1826,5491,5388,103,0.018757967583318158
1827,6056,5973,83,0.01370541611624835
1828,6531,6436,95,0.014546011330577247
1829,5166,5073,93,0.018002322880371662
1830,5394,5319,75,0.013904338153503892
1831,4813,4740,73,0.015167255350093497
1832,5117,5048,69,0.013484463552863006
1833,4970,4891,79,0.0158953722334004
1834,5931,5835,96,0.01618614061709661
1835,6685,6588,97,0.014510097232610321
1836,6210,6104,106,0.01706924315619968
1837,5449,5365,84,0.015415672600477152
1838,5307,5209,98,0.01846617674769173
1839,5822,5735,87,0.01494331844726898
1840,4471,4408,63,0.01409080742563185
1841,5045,4969,76,0.015064420218037661
1842,6237,6132,105,0.016835016835016835
1843,4898,4825,73,0.014904042466312781
1844,4512,4448,64,0.014184397163120567
1845,5059,4976,83,0.01640640442775252
1846,4728,4663,65,0.013747884940778343
1847,4221,4155,66,0.015636105188343994
1848,5267,5170,97,0.018416555914182647
1849,4577,4504,73,0.01594931177627267
1850,5061,4988,73,0.014424026872159653
1851,5255,5181,74,0.014081826831588963
1852,5186,5106,80,0.015426147319706903
1853,4872,4794,78,0.01600985221674877
1854,5682,5588,94,0.016543470608940514
1855,4798,4721,77,0.016048353480616923
1856,4623,4544,79,0.01708847069002812
1857,5631,5545,86,0.015272598117563489
1858,4929,4856,73,0.014810306350172449
1859,4324,4242,82,0.018963922294172063
1860,6462,6349,113,0.01748684617765398
1861,5322,5229,93,0.017474633596392335
1862,4878,4803,75,0.015375153751537515
1863,8345,8211,134,0.016057519472738167
1864,4691,4619,72,0.015348539756981455
1865,5475,5399,76,0.013881278538812785
1866,5460,5386,74,0.013553113553113554
1867,5448,5355,93,0.017070484581497798
1868,4568,4515,53,0.011602451838879159
1869,8151,8021,130,0.01594896331738437
1870,5155,5095,60,0.011639185257032008
1871,5018,4941,77,0.01534475886807493
1872,8260,8104,156,0.018886198547215495
1873,11320,11152,168,0.014840989399293287
1874,5148,5072,76,0.014763014763014764
1875,5319,5237,82,0.015416431660086483
1876,4964,4888,76,0.015310233682514102
1877,5745,5666,79,0.013751087902523934
1878,4371,4310,61,0.013955616563715396
1879,6216,6111,105,0.016891891891891893
1880,5271,5195,76,0.014418516410548284
1881,4880,4806,74,0.015163934426229509
1882,4724,4651,73,0.015453005927180356
1883,4714,4644,70,0.014849384811200678
1884,4563,4510,53,0.011615165461319308
1885,8377,8243,134,0.015996180016712425
1886,4747,4665,82,0.017274067832315148
1887,4897,4816,81,0.016540739228098837
1888,5437,5365,72,0.013242597020415671
1889,6390,6273,117,0.018309859154929577
1890,4813,4737,76,0.01579056721379597
1891,5078,5003,75,0.014769594328475778
1892,5728,5665,63,0.010998603351955308
1893,5295,5207,88,0.016619452313503306
1894,5789,5706,83,0.014337536707548799
1895,4820,4734,86,0.01784232365145228
1896,6398,6314,84,0.01312910284463895
1897,4695,4635,60,0.012779552715654952
1898,5335,5251,84,0.015745079662605434
1899,6148,6042,106,0.017241379310344827
1900,4568,4491,77,0.016856392294220666
1901,4358,4291,67,0.015374024782010096
1902,5107,5026,81,0.015860583512825533
1903,4913,4844,69,0.014044372074089151
1904,4394,4307,87,0.019799726900318615
1905,7110,7011,99,0.013924050632911392
1906,5006,4930,76,0.015181781861765881
1907,5227,5154,73,0.013965946049359097
1908,5177,5108,69,0.013328182344987444
1909,4931,4864,67,0.013587507604948286
1910,5180,5095,85,0.016409266409266408
1911,4461,4399,62,0.013898229096615108
1912,5746,5675,71,0.012356421858684302
1913,5476,5389,87,0.015887509130752375
1914,7905,7775,130,0.01644528779253637
1915,4515,4444,71,0.015725359911406424
1916,4989,4914,75,0.01503307276007216
1917,5619,5528,91,0.01619505250044492
1918,6579,6472,107,0.016263869889040886
1919,4443,4367,76,0.017105559306774702
1920,5098,5025,73,0.01431934091800706
1921,5211,5139,72,0.013816925734024179
1922,7173,7058,115,0.016032343510386172
1923,5756,5680,76,0.01320361362056984
1924,10880,10706,174,0.015992647058823528
1925,5687,5601,86,0.015122208545806225
1926,4822,4751,71,0.014724180837826627
1927,8897,8748,149,0.016747218163425875
1928,4883,4811,72,0.014745033790702437
1929,10442,10293,149,0.01426929706952691
1930,9720,9577,143,0.0147119341563786
1931,4660,4601,59,0.012660944206008584
1932,5472,5391,81,0.014802631578947368
1933,5699,5616,83,0.01456395858922618
1934,5536,5457,79,0.014270231213872832
1935,4930,4844,86,0.01744421906693712
1936,5231,5143,88,0.01682278722997515
1937,5087,5011,76,0.01494004324749361
1938,5510,5433,77,0.01397459165154265
1939,4629,4564,65,0.014041909699719161
1940,5016,4946,70,0.013955342902711323
1941,5355,5263,92,0.017180205415499535
1942,6413,6321,92,0.014345859971932013
1943,5151,5076,75,0.014560279557367502
1944,5809,5738,71,0.012222413496298847
1945,5285,5200,85,0.01608325449385052
1946,5959,5889,70,0.011746937405604967
1947,6690,6601,89,0.013303437967115098
1948,5626,5538,88,0.015641663704230358
1949,5125,5045,80,0.015609756097560976
1950,5377,5297,80,0.014878184861446904
1951,8582,8451,131,0.015264507107900257
1952,4811,4737,74,0.015381417584701726
1953,5851,5764,87,0.014869253119124936
1954,5242,5161,81,0.015452117512399848
1955,4251,4197,54,0.012702893436838392
1956,4747,4674,73,0.015378133558036656
1957,5126,5048,78,0.015216543113538821
1958,5405,5325,80,0.014801110083256245
1959,5898,5789,109,0.018480840963038318
1960,5769,5697,72,0.0124804992199688
1961,5535,5446,89,0.016079494128274616
1962,4684,4612,72,0.015371477369769428
1963,5826,5731,95,0.016306213525575007
1964,4902,4822,80,0.016319869441044473
1965,6031,5948,83,0.013762228486154866
1966,4661,4589,72,0.015447328899377817
1967,4878,4807,71,0.014555145551455515
1968,4886,4818,68,0.01391731477691363
1969,5268,5181,87,0.01651480637813212
1970,7756,7649,107,0.013795771015987623
1971,5164,5084,80,0.015491866769945779
1972,5515,5429,86,0.015593834995466908
1973,5093,5005,88,0.017278617710583154
1974,4635,4573,62,0.0133764832793959
1975,4455,4375,80,0.017957351290684626
1976,5119,5055,64,0.012502441883180308
1977,4731,4662,69,0.014584654407102092
1978,4879,4806,73,0.014962082393933183
1979,6162,6082,80,0.012982797792924375
1980,4558,4473,85,0.01864853005704256
1981,6127,6040,87,0.014199445079157826
1982,5661,5592,69,0.012188659247482777
1983,5117,5026,91,0.017783857729138167
1984,4754,4690,64,0.013462347496844763
1985,4710,4652,58,0.012314225053078557
1986,4778,4711,67,0.014022603599832565
1987,4686,4624,62,0.013230900554844216
1988,5757,5680,77,0.013375021712697586
1989,4994,4922,72,0.014417300760913096
1990,6539,6443,96,0.014681143905795993
1991,4544,4481,63,0.01386443661971831
1992,4479,4416,63,0.01406563965170797
1993,4801,4729,72,0.014996875650906061
1994,4383,4311,72,0.01642710472279261
1995,5386,5304,82,0.015224656516895656
1996,4699,4621,78,0.016599276441796127
1997,4660,4600,60,0.012875536480686695
1998,6057,5975,82,0.013538055142809972
1999,5676,5599,77,0.013565891472868217
