event_id,produced_scint,edep_total_MeV,edep_optical_MeV,edep_nonoptical_MeV,photon_equivalent_energy_MeV,equivalent_minus_nonoptical_MeV
214,19300,1.8452573228535114,0.02942293302580976,1.8158343898277016,1.8557692307692308,0.039934840941529215
215,25752,2.4794373602328164,0.03858311359392462,2.440854246638892,2.476153846153846,0.035299599514954316
216,31985,3.0837457055201156,0.04797636072602318,3.0357693447940926,3.075480769230769,0.03971142443667652
217,16008,1.5374207670014206,0.02442053930331852,1.513000227698102,1.5392307692307692,0.02623054153266713
218,22292,2.1386793004392426,0.0332321457798415,2.105447154659401,2.1434615384615383,0.038014383802137175
219,20617,1.9660627034068678,0.03098066816752798,1.9350820352393399,1.9824038461538462,0.04732181091450638
220,22241,2.144304949192809,0.03398644216680045,2.110318507026008,2.138557692307692,0.0282391852816839
221,17716,1.707767200343495,0.026914341577772692,1.6808528587657223,1.7034615384615384,0.022608679695816036
222,15678,1.5158546632675263,0.024057514977911056,1.4917971482896153,1.5075,0.01570285171038477
223,17149,1.6210192188565657,0.026296631464818435,1.5947225873917472,1.6489423076923078,0.05421972030056055
224,17353,1.6653173703977993,0.02630828235161382,1.6390090880461854,1.6685576923076924,0.02954860426150696
225,23590,2.2724201688278614,0.03584601164120586,2.2365741571866553,2.268269230769231,0.03169507358257562
226,17200,1.6525525781828119,0.026170112677066926,1.626382465505745,1.6538461538461537,0.027463688340408687
227,18073,1.7378306645659205,0.02756493156698125,1.7102657329989392,1.7377884615384616,0.027522728539522312
228,18545,1.7939643307324735,0.02812031793656837,1.7658440127959052,1.783173076923077,0.017329064127171723
229,16261,1.5485030234229755,0.025073585501183823,1.5234294379217916,1.5635576923076924,0.04012825438590073
230,17549,1.6935987786825846,0.026733282324546172,1.6668654963580385,1.687403846153846,0.020538349795807598
231,15935,1.513614649878525,0.024418593703930853,1.489196056174594,1.5322115384615385,0.043015482286944406
232,19102,1.8421813287899347,0.02889087224173262,1.813290456548202,1.8367307692307693,0.0234403126825673
233,18718,1.787586507929282,0.028142050022542307,1.7594444579067399,1.7998076923076922,0.04036323440095235
234,26276,2.542838951553758,0.03937992303389485,2.5034590285198632,2.5265384615384616,0.023079433018598383
235,26632,2.5465809973665468,0.040147163617282315,2.5064338337492647,2.560769230769231,0.05433539701996626
236,19553,1.8973010009820588,0.02956799367605341,1.8677330073060054,1.8800961538461538,0.012363146540148362
237,17141,1.661220128158889,0.026074865223736147,1.6351452629351528,1.648173076923077,0.013027813987924075
238,22932,2.2106074451926734,0.034575110964159994,2.1760323342285135,2.205,0.028967665771486573
239,16446,1.5828331538985032,0.025180170591415266,1.557652983307088,1.581346153846154,0.023693170539065944
240,17089,1.6525956111012767,0.026060056916060895,1.6265355541852158,1.643173076923077,0.016637522737861232
241,23898,2.2936705427695934,0.03592266515574926,2.257747877613844,2.2978846153846155,0.040136737770771536
242,17846,1.7243079563447126,0.0270768330145357,1.697231123330177,1.7159615384615385,0.018730415131361644
243,18707,1.7882551464238545,0.028260352750001574,1.759994793673853,1.79875,0.03875520632614715
244,26570,2.556009774541711,0.03971502052251469,2.5162947540191967,2.5548076923076923,0.03851293828849567
245,17395,1.6764113746475278,0.026244290194688605,1.650167084452839,1.6725961538461538,0.022429069393314682
246,21463,2.089442090018245,0.03254323760404471,2.0568988524142,2.06375,0.006851147585800188
247,15391,1.4853469274116227,0.0236043798601732,1.4617425475514494,1.479903846153846,0.01816129860239668
248,16912,1.662140983266398,0.025970614849738973,1.636170368416659,1.626153846153846,-0.010016522262813021
249,15218,1.4877459662698056,0.023188560144568916,1.4645574061252367,1.4632692307692308,-0.001288175356005894
250,18148,1.724246144424798,0.027650892640394557,1.6965952517844034,1.745,0.048404748215596705
251,19459,1.871297290443638,0.02957584113315065,1.8417214493104874,1.8710576923076923,0.02933624299720483
252,33296,3.192802094711232,0.050071957411463044,3.142730137299769,3.2015384615384614,0.05880832423869231
253,16818,1.620835264647672,0.02567639796626083,1.5951588666814112,1.6171153846153845,0.021956517933973352
254,17453,1.6876442307364428,0.026572740591204052,1.6610714901452388,1.678173076923077,0.01710158677783813
255,18070,1.7311058429853556,0.027815211784121295,1.7032906312012344,1.7375,0.03420936879876568
256,19442,1.8543153017407585,0.02973791697325636,1.8245773847675022,1.8694230769230769,0.04484569215557466
257,18561,1.803656894133184,0.028424199461167785,1.7752326946720163,1.7847115384615384,0.009478843789522129
258,17200,1.6411727559920026,0.026000380966047197,1.6151723750259555,1.6538461538461537,0.03867377882019829
259,21783,2.1025494942371092,0.032957603805407264,2.069591890431702,2.094519230769231,0.024927340337528747
260,20579,1.9982951253564714,0.03112651010807226,1.9671686152483991,1.97875,0.011581384751600865
261,17430,1.6752506974286312,0.026642743121514524,1.6486079543071166,1.6759615384615385,0.027353584154421906
262,18936,1.8029437836307365,0.02862012785120955,1.774323655779527,1.8207692307692307,0.0464455749897037
263,21787,2.0802516046727355,0.03294205790854506,2.0473095467641906,2.094903846153846,0.047594299389655426
264,16553,1.5931249670510121,0.02503266255263963,1.5680923044983726,1.5916346153846155,0.023542310886242923
265,18485,1.7615354099858538,0.028350335672387157,1.7331850743134667,1.7774038461538462,0.04421877184037948
