run_tag,event_id,track_id,global_id,detected_end_side,n_reflections_scint_air,n_reflections_air_reflector,n_total_internal_reflections,visited_air_gap,visited_reflector_boundary,first_detection_time_ns,gun_x_mm
x0mm,11,14315,12,1,48,24,48,1,1,6.368848741,0
x0mm,11,14287,2,0,21,0,21,1,0,5.98734218164,0
x0mm,11,14284,4,0,58,0,58,1,0,5.04501957826,0
x0mm,11,14274,13,1,220,0,220,1,0,9.88134034764,0
x0mm,11,14253,15,1,41,0,41,1,0,4.02115877057,0
x0mm,11,14242,11,1,37,20,36,1,1,6.59368895561,0
x0mm,11,14238,12,1,22,0,22,1,0,6.07788833382,0
x0mm,11,14203,5,0,45,0,45,1,0,7.88227446502,0
x0mm,11,14193,13,1,62,0,62,1,0,3.67084896832,0
x0mm,11,14182,8,1,9,16,2,1,1,4.89151661048,0
x0mm,11,14159,15,1,94,21,82,1,1,7.59297242564,0
x0mm,11,14131,13,1,31,0,31,1,0,4.77498413475,0
x0mm,11,14119,7,0,73,0,73,1,0,4.75493185728,0
x0mm,11,14107,10,1,26,0,26,1,0,5.58927236911,0
x0mm,11,14106,1,0,11,0,11,1,0,5.66309550441,0
x0mm,11,14103,6,0,24,0,24,1,0,7.7161158057,0
x0mm,11,14094,11,1,33,0,33,1,0,5.04651092555,0
x0mm,11,14056,1,0,157,0,157,1,0,8.29257096038,0
x0mm,11,14025,15,1,62,0,62,1,0,7.64367787875,0
x0mm,11,14023,12,1,72,0,72,1,0,6.18877152309,0
x0mm,11,14012,6,0,10,0,10,1,0,7.74935477612,0
x0mm,11,14000,14,1,18,0,18,1,0,6.26394587255,0
x0mm,11,13998,0,0,16,0,16,1,0,8.22515342784,0
x0mm,11,13990,10,1,55,0,55,1,0,4.24001742894,0
x0mm,11,13970,8,1,74,0,74,1,0,6.54641456378,0
x0mm,11,13965,7,0,76,0,76,1,0,8.10684396973,0
x0mm,11,13955,6,0,86,0,86,1,0,8.95000634832,0
x0mm,11,13947,15,1,30,0,30,1,0,5.38674908765,0
x0mm,11,13931,12,1,51,0,51,1,0,7.16276816784,0
x0mm,11,13925,11,1,63,0,63,1,0,5.6474506984,0
x0mm,11,13906,15,1,43,0,43,1,0,5.04305421502,0
x0mm,11,13900,4,0,25,0,25,1,0,5.82227632743,0
x0mm,11,13896,3,0,70,0,70,1,0,5.44553547764,0
x0mm,11,13885,14,1,57,0,57,1,0,5.36674394441,0
x0mm,11,13880,2,0,32,0,32,1,0,3.64397661077,0
x0mm,11,13866,14,1,13,0,13,1,0,3.17593161193,0
x0mm,11,13859,3,0,77,0,77,1,0,6.26715044025,0
x0mm,11,13812,12,1,113,0,113,1,0,6.00882910838,0
x0mm,11,13804,14,1,22,0,22,1,0,4.46057850449,0
x0mm,11,13766,13,1,25,0,25,1,0,3.99117260598,0
x0mm,11,13750,7,0,21,0,21,1,0,3.85062005403,0
x0mm,11,13725,7,0,1,20,1,1,1,6.26791506111,0
x0mm,11,13711,9,1,22,0,22,1,0,5.13697420622,0
x0mm,11,13694,12,1,29,0,29,1,0,8.38593919905,0
x0mm,11,13688,12,1,15,0,15,1,0,6.49615672026,0
x0mm,11,13679,5,0,80,0,80,1,0,5.4056153755,0
x0mm,11,13666,4,0,24,0,24,1,0,3.15742533634,0
x0mm,11,13657,2,0,32,0,32,1,0,3.45152923877,0
x0mm,11,13651,13,1,22,0,22,1,0,4.57522751251,0
x0mm,11,13648,7,0,31,0,31,1,0,4.21478906078,0
x0mm,11,13646,7,0,28,0,28,1,0,6.18843705048,0
x0mm,11,13628,10,1,123,0,123,1,0,7.60225619996,0
x0mm,11,13611,8,1,34,0,34,1,0,6.27509016954,0
x0mm,11,13610,14,1,103,0,103,1,0,9.12986174149,0
x0mm,11,13605,4,0,68,0,68,1,0,5.72290901887,0
x0mm,11,13597,10,1,75,0,75,1,0,4.96987217182,0
x0mm,11,13596,1,0,5,0,5,1,0,7.72222601218,0
x0mm,11,13594,9,1,38,0,38,1,0,6.88934515363,0
x0mm,11,13584,7,0,47,0,47,1,0,4.02954225289,0
x0mm,11,13579,4,0,43,0,43,1,0,3.37382700683,0
x0mm,11,15529,3,0,27,0,27,1,0,5.71873768427,0
x0mm,11,13567,0,0,30,0,30,1,0,4.2580620776,0
x0mm,11,13557,5,0,63,0,63,1,0,4.8146324658,0
x0mm,11,13553,6,0,23,0,23,1,0,5.92718398366,0
x0mm,11,13551,9,1,33,92,3,1,1,7.75665710236,0
x0mm,11,13547,1,0,52,0,52,1,0,5.81904972797,0
x0mm,11,13541,5,0,147,0,147,1,0,8.36522066309,0
x0mm,11,13540,7,0,51,0,51,1,0,7.8269718818,0
x0mm,11,13536,0,0,115,0,115,1,0,10.8002647256,0
x0mm,11,13532,8,1,91,0,91,1,0,5.60712602053,0
x0mm,11,13527,7,0,64,0,64,1,0,8.05767692981,0
x0mm,11,13526,8,1,35,0,35,1,0,6.56061467581,0
x0mm,11,13512,10,1,20,0,20,1,0,8.11549146636,0
x0mm,11,13504,0,0,48,0,48,1,0,5.46128310628,0
x0mm,11,13501,15,1,66,0,66,1,0,6.79353185721,0
x0mm,11,13500,9,1,35,0,35,1,0,9.78627713561,0
x0mm,11,13496,12,1,35,0,35,1,0,4.17784029878,0
x0mm,11,13486,9,1,183,0,183,1,0,10.8337418811,0
x0mm,11,13473,10,1,5,0,5,1,0,5.14189508826,0
x0mm,11,13464,10,1,72,0,72,1,0,3.6181982128,0
x0mm,11,13456,11,1,76,0,76,1,0,6.98092203921,0
x0mm,11,13451,7,0,2,0,2,1,0,3.98672685594,0
x0mm,11,13439,13,1,5,0,5,1,0,6.12246998602,0
x0mm,11,15530,1,0,81,0,81,1,0,7.44062525735,0
x0mm,11,13419,9,1,29,0,29,1,0,4.06290178223,0
x0mm,11,13396,7,0,136,0,136,1,0,6.31870736793,0
x0mm,11,15532,13,1,33,0,33,1,0,10.4809926476,0
x0mm,11,13378,9,1,77,0,77,1,0,3.83454438936,0
x0mm,11,15533,9,1,0,0,0,0,0,7.83725978979,0
x0mm,11,13368,4,0,150,0,150,1,0,6.8885718226,0
x0mm,11,17402,3,0,68,0,68,1,0,10.0256994449,0
x0mm,11,17385,15,1,43,0,43,1,0,3.6433787404,0
x0mm,11,17367,3,0,74,0,74,1,0,6.69531063815,0
x0mm,11,17362,12,1,71,0,71,1,0,6.82752555984,0
x0mm,11,17351,3,0,4,0,4,1,0,4.04011507264,0
x0mm,11,17330,6,0,51,0,51,1,0,4.96301835121,0
x0mm,11,17327,5,0,65,0,65,1,0,11.3513080355,0
x0mm,11,17321,3,0,88,0,88,1,0,8.4441664415,0
x0mm,11,17315,2,0,95,0,95,1,0,6.70244548188,0
x0mm,11,17302,8,1,31,0,31,1,0,4.71799995754,0
x0mm,11,17295,14,1,39,0,39,1,0,4.56148314039,0
x0mm,11,17294,15,1,82,0,82,1,0,7.67342958409,0
x0mm,11,17413,15,1,0,0,0,0,0,9.63001716655,0
x0mm,11,17292,13,1,14,0,14,1,0,5.17570844825,0
x0mm,11,17291,12,1,16,0,16,1,0,11.5957592305,0
x0mm,11,17289,13,1,114,0,114,1,0,7.67726795565,0
x0mm,11,17278,7,0,5,0,5,1,0,14.5088889171,0
x0mm,11,17272,10,1,68,0,68,1,0,5.36203254084,0
x0mm,11,17248,10,1,108,0,108,1,0,7.04628642587,0
x0mm,11,17207,1,0,13,0,13,1,0,3.10035445658,0
x0mm,11,17202,1,0,48,0,48,1,0,6.31641332633,0
x0mm,11,17166,13,1,68,0,68,1,0,5.08187663889,0
x0mm,11,17132,7,0,16,0,16,1,0,5.84473548485,0
x0mm,11,17098,0,0,59,0,59,1,0,5.23266127594,0
x0mm,11,17087,4,0,25,14,8,1,1,5.04797690471,0
x0mm,11,17086,11,1,24,0,24,1,0,3.9391331229,0
x0mm,11,17078,5,0,6,0,6,1,0,3.00752734289,0
x0mm,11,17060,15,1,28,0,28,1,0,4.0465408293,0
x0mm,11,17058,1,0,68,0,68,1,0,4.04419023769,0
x0mm,11,17038,12,1,37,0,37,1,0,5.64752362492,0
x0mm,11,17019,1,0,22,0,22,1,0,5.47293795372,0
x0mm,11,17011,7,0,4,0,4,1,0,3.16873570081,0
x0mm,11,16989,5,0,43,0,43,1,0,3.46591134652,0
x0mm,11,16975,14,1,16,0,16,1,0,3.69761781377,0
x0mm,11,16962,4,0,123,0,123,1,0,6.8829007321,0
x0mm,11,16947,6,0,19,0,19,1,0,3.23871177821,0
x0mm,11,16927,14,1,23,0,23,1,0,4.16824882202,0
x0mm,11,16922,2,0,8,0,8,1,0,4.2198056015,0
x0mm,11,16915,15,1,7,20,7,1,1,6.81203642435,0
x0mm,11,16887,13,1,29,0,29,1,0,5.40713544263,0
x0mm,11,16878,4,0,90,0,90,1,0,4.90076162628,0
x0mm,11,16856,4,0,129,0,129,1,0,8.72105783445,0
x0mm,11,16854,4,0,54,0,54,1,0,3.72467568181,0
x0mm,11,16842,10,1,71,0,71,1,0,4.00497857517,0
x0mm,11,16831,12,1,13,0,13,1,0,8.42513488404,0
x0mm,11,16827,15,1,11,0,11,1,0,2.89056981349,0
x0mm,11,16826,7,0,79,0,79,1,0,7.29208187021,0
x0mm,11,16822,3,0,18,0,18,1,0,4.34361404607,0
x0mm,11,16796,12,1,93,0,93,1,0,5.4953772088,0
x0mm,11,16792,12,1,16,0,16,1,0,8.65832838422,0
x0mm,11,16781,9,1,54,0,54,1,0,5.67653087307,0
x0mm,11,16777,1,0,50,0,50,1,0,4.48611374513,0
x0mm,11,16681,6,0,51,0,51,1,0,3.61579263871,0
x0mm,11,16660,14,1,109,0,109,1,0,6.94514274113,0
x0mm,11,16644,2,0,7,0,7,1,0,4.52651878908,0
x0mm,11,16628,3,0,22,0,22,1,0,6.12548810966,0
x0mm,11,16627,4,0,14,0,14,1,0,5.30384303575,0
x0mm,11,16623,1,0,6,0,6,1,0,5.70054712467,0
x0mm,11,16618,5,0,85,0,85,1,0,5.71464733498,0
x0mm,11,16616,15,1,80,0,80,1,0,5.49698228874,0
x0mm,11,16576,2,0,25,0,25,1,0,4.72954818976,0
x0mm,11,16574,6,0,64,0,64,1,0,6.53543771249,0
x0mm,11,16572,8,1,45,0,45,1,0,4.61264065677,0
x0mm,11,16560,8,1,93,0,93,1,0,10.0298160255,0
x0mm,11,16551,1,0,58,0,58,1,0,6.4103203038,0
x0mm,11,16546,15,1,131,0,131,1,0,8.59156205077,0
x0mm,11,16539,2,0,14,0,14,1,0,5.80473162724,0
x0mm,11,16517,2,0,20,0,20,1,0,3.80893330752,0
x0mm,11,16503,11,1,7,0,7,1,0,4.5368184919,0
x0mm,11,16454,1,0,68,0,68,1,0,3.70412813595,0
x0mm,11,16451,8,1,10,0,10,1,0,4.339506666,0
x0mm,11,16432,5,0,50,0,50,1,0,7.21267672702,0
x0mm,11,16418,15,1,27,0,27,1,0,3.32483981933,0
x0mm,11,16398,8,1,20,0,20,1,0,3.1455574212,0
x0mm,11,16385,12,1,196,0,196,1,0,10.0595332026,0
x0mm,11,16383,6,0,55,38,49,1,1,12.7862343933,0
x0mm,11,16382,1,0,10,33,8,1,1,8.28316482731,0
x0mm,11,16381,15,1,8,0,8,1,0,4.97653788246,0
x0mm,11,16376,2,0,39,0,39,1,0,9.76389839655,0
x0mm,11,16361,8,1,15,0,15,1,0,3.36661793333,0
x0mm,11,17421,15,1,52,0,52,1,0,10.6867444512,0
x0mm,11,16349,14,1,47,0,47,1,0,9.07494332629,0
x0mm,11,16346,1,0,33,0,33,1,0,5.74732952188,0
x0mm,11,16345,14,1,19,0,19,1,0,7.73047721319,0
x0mm,11,16340,0,0,65,0,65,1,0,7.72725410709,0
x0mm,11,16335,8,1,28,8,18,1,1,6.09263584821,0
x0mm,11,16327,8,1,4,24,3,1,1,6.19196145401,0
x0mm,11,17424,1,0,4,0,4,1,0,7.75848658329,0
x0mm,11,16270,4,0,95,0,95,1,0,5.67010686135,0
x0mm,11,16269,6,0,41,0,41,1,0,6.52388524978,0
x0mm,11,16226,3,0,74,0,74,1,0,3.86235801285,0
x0mm,11,16224,0,0,54,0,54,1,0,3.94709288564,0
x0mm,11,16217,11,1,45,0,45,1,0,8.9128271451,0
x0mm,11,16214,5,0,7,0,7,1,0,3.17312500684,0
x0mm,11,17427,7,0,78,0,78,1,0,12.6848969887,0
x0mm,11,16205,14,1,51,0,51,1,0,3.50934693478,0
x0mm,11,16173,5,0,86,0,86,1,0,5.22431791195,0
x0mm,11,16160,11,1,48,0,48,1,0,4.86881860234,0
x0mm,11,16151,1,0,16,0,16,1,0,3.74843952815,0
x0mm,11,16122,6,0,37,0,37,1,0,5.57532176844,0
x0mm,11,16108,7,0,82,0,82,1,0,5.94037520607,0
x0mm,11,16100,12,1,213,0,213,1,0,11.0849196739,0
x0mm,11,16093,5,0,76,0,76,1,0,7.82591359118,0
x0mm,11,16090,10,1,43,0,43,1,0,4.60831108182,0
x0mm,11,16087,10,1,117,0,117,1,0,6.68614794116,0
x0mm,11,16085,1,0,55,0,55,1,0,4.49592397669,0
x0mm,11,16082,7,0,35,28,30,1,1,12.7688767596,0
x0mm,11,16072,2,0,51,0,51,1,0,4.0182056051,0
x0mm,11,16066,1,0,34,0,34,1,0,4.21368291667,0
x0mm,11,16061,6,0,73,0,73,1,0,7.7000058344,0
x0mm,11,16055,11,1,82,0,82,1,0,11.7671471398,0
x0mm,11,16034,4,0,30,0,30,1,0,4.73635139755,0
x0mm,11,16031,14,1,17,18,10,1,1,7.08789239741,0
x0mm,11,16030,2,0,109,0,109,1,0,8.2741881451,0
x0mm,11,16026,6,0,15,0,15,1,0,4.3753574561,0
x0mm,11,15996,1,0,82,0,82,1,0,4.97599730118,0
x0mm,11,15981,15,1,79,0,79,1,0,6.05189432236,0
x0mm,11,15971,13,1,62,0,62,1,0,7.72484740303,0
x0mm,11,15966,14,1,105,0,105,1,0,8.70717457329,0
x0mm,11,15963,7,0,16,0,16,1,0,5.78031038187,0
x0mm,11,15956,14,1,115,0,115,1,0,8.89577013977,0
x0mm,11,15951,12,1,48,0,48,1,0,3.51014438655,0
x0mm,11,15946,7,0,41,0,41,1,0,4.11016156179,0
x0mm,11,15935,14,1,33,0,33,1,0,7.97540327274,0
x0mm,11,15928,14,1,69,0,69,1,0,4.77294926054,0
x0mm,11,15919,1,0,94,0,94,1,0,7.77291535449,0
x0mm,11,15916,7,0,4,0,4,1,0,6.84390139823,0
x0mm,11,15913,3,0,72,0,72,1,0,5.54708812624,0
x0mm,11,15906,3,0,148,0,148,1,0,8.39415387062,0
x0mm,11,15903,1,0,13,0,13,1,0,5.02842059075,0
x0mm,11,15888,2,0,51,0,51,1,0,8.09779005091,0
x0mm,11,15879,13,1,52,0,52,1,0,9.53019380869,0
x0mm,11,15871,5,0,23,0,23,1,0,5.50584971036,0
x0mm,11,15838,3,0,92,0,92,1,0,4.5497541608,0
x0mm,11,15833,8,1,14,0,14,1,0,5.22959611382,0
x0mm,11,15814,4,0,103,0,103,1,0,5.39753843598,0
x0mm,11,15807,9,1,24,0,24,1,0,9.93366552078,0
x0mm,11,15779,12,1,56,0,56,1,0,5.4463777498,0
x0mm,11,15743,3,0,31,0,31,1,0,5.2507195952,0
x0mm,11,15729,12,1,38,0,38,1,0,3.90794991624,0
x0mm,11,15722,8,1,14,0,14,1,0,5.3685217712,0
x0mm,11,15700,10,1,14,27,10,1,1,10.604817007,0
x0mm,11,15694,10,1,46,0,46,1,0,3.84620645843,0
x0mm,11,15691,0,0,23,0,23,1,0,6.3939295646,0
x0mm,11,15682,2,0,2,0,2,1,0,6.07094326004,0
x0mm,11,15676,13,1,22,0,22,1,0,5.62690008175,0
x0mm,11,15665,6,0,5,0,5,1,0,3.59470412664,0
x0mm,11,15659,12,1,61,0,61,1,0,5.84571492536,0
x0mm,11,15658,14,1,48,0,48,1,0,4.73600528174,0
x0mm,11,15657,14,1,32,0,32,1,0,8.94191847707,0
x0mm,11,15653,13,1,51,0,51,1,0,5.03799172272,0
x0mm,11,15646,10,1,84,0,84,1,0,7.76001979566,0
x0mm,11,15641,10,1,5,0,5,1,0,6.40031252709,0
x0mm,11,15608,12,1,141,0,141,1,0,6.47603004332,0
x0mm,11,15597,5,0,139,0,139,1,0,6.39585880545,0
x0mm,11,15595,3,0,65,0,65,1,0,3.40155270318,0
x0mm,11,15565,8,1,76,0,76,1,0,3.80036818064,0
x0mm,11,15563,4,0,65,0,65,1,0,3.40856424727,0
x0mm,11,15562,5,0,65,0,65,1,0,3.39545935878,0
x0mm,11,15558,13,1,96,0,96,1,0,4.59570246375,0
x0mm,11,15548,4,0,78,0,78,1,0,3.86628253805,0
x0mm,11,19596,14,1,8,0,8,1,0,7.19090530465,0
x0mm,11,19575,8,1,41,0,41,1,0,6.26074171616,0
x0mm,11,19571,12,1,47,0,47,1,0,4.47733512065,0
x0mm,11,19568,9,1,18,0,18,1,0,5.51816450836,0
x0mm,11,19542,13,1,73,0,73,1,0,7.99101562257,0
x0mm,11,19536,0,0,41,0,41,1,0,6.4202081434,0
x0mm,11,19533,2,0,40,0,40,1,0,9.7204542763,0
x0mm,11,19519,14,1,20,0,20,1,0,4.26560690042,0
x0mm,11,19513,4,0,60,0,60,1,0,5.33492741374,0
x0mm,11,19497,9,1,30,0,30,1,0,3.54871538005,0
x0mm,11,19489,1,0,81,0,81,1,0,6.3915168557,0
x0mm,11,19485,9,1,39,0,39,1,0,3.68944808265,0
x0mm,11,19454,11,1,39,0,39,1,0,5.73158532643,0
x0mm,11,19438,9,1,30,0,30,1,0,4.75825930503,0
x0mm,11,19430,3,0,41,0,41,1,0,8.99043380897,0
x0mm,11,19429,0,0,17,0,17,1,0,7.59372315835,0
x0mm,11,19428,11,1,28,0,28,1,0,5.49203318154,0
x0mm,11,19419,14,1,15,0,15,1,0,6.68288291912,0
x0mm,11,19404,8,1,23,0,23,1,0,6.08663519708,0
x0mm,11,19400,7,0,60,0,60,1,0,5.79531219698,0
x0mm,11,19387,14,1,89,0,89,1,0,7.49567838417,0
x0mm,11,19378,5,0,76,0,76,1,0,3.958798984,0
x0mm,11,19371,13,1,112,0,112,1,0,6.34018357284,0
x0mm,11,19364,9,1,31,17,28,1,1,13.4376667353,0
x0mm,11,19352,14,1,23,0,23,1,0,4.02557618238,0
x0mm,11,19348,4,0,31,0,31,1,0,3.9505581653,0
x0mm,11,19337,10,1,54,0,54,1,0,9.96557397783,0
x0mm,11,19301,4,0,67,0,67,1,0,4.02438627306,0
x0mm,11,19280,0,0,42,0,42,1,0,5.84416271289,0
x0mm,11,19271,6,0,6,0,6,1,0,4.41491073682,0
x0mm,11,19257,0,0,37,0,37,1,0,7.4050219887,0
x0mm,11,19252,6,0,48,0,48,1,0,4.31153885853,0
x0mm,11,19248,5,0,121,0,121,1,0,10.5451281954,0
x0mm,11,19233,6,0,5,0,5,1,0,3.37314505989,0
x0mm,11,19602,6,0,0,0,0,0,0,5.65382321445,0
x0mm,11,19215,0,0,85,28,74,1,1,14.4902733646,0
x0mm,11,19195,15,1,42,0,42,1,0,8.75752911269,0
x0mm,11,19189,14,1,76,0,76,1,0,5.15898729545,0
x0mm,11,19171,9,1,20,0,20,1,0,3.04029382405,0
x0mm,11,19166,1,0,11,0,11,1,0,5.16575629183,0
x0mm,11,19158,6,0,28,0,28,1,0,3.28731547757,0
x0mm,11,19155,1,0,45,0,45,1,0,3.51073668193,0
x0mm,11,19153,5,0,8,0,8,1,0,5.04810147423,0
x0mm,11,19149,6,0,80,0,80,1,0,4.27547596779,0
x0mm,11,19129,1,0,16,0,16,1,0,6.1931466367,0
x0mm,11,19113,10,1,90,0,90,1,0,7.67329019492,0
x0mm,11,19042,9,1,44,0,44,1,0,3.92734690057,0
x0mm,11,19038,9,1,68,0,68,1,0,7.77752423528,0
x0mm,11,19031,7,0,26,0,26,1,0,5.22728199512,0
x0mm,11,19021,12,1,65,0,65,1,0,5.50028786612,0
x0mm,11,19020,6,0,57,0,57,1,0,6.82715206712,0
x0mm,11,19018,3,0,91,0,91,1,0,9.93949494458,0
x0mm,11,18983,15,1,30,0,30,1,0,6.2846030939,0
x0mm,11,18981,7,0,30,0,30,1,0,5.07756407912,0
x0mm,11,18973,6,0,122,0,122,1,0,5.47283602405,0
x0mm,11,18971,9,1,75,0,75,1,0,5.28676653606,0
x0mm,11,18957,7,0,217,0,217,1,0,14.3244599761,0
x0mm,11,18953,3,0,14,15,13,1,1,6.50949787574,0
x0mm,11,18922,11,1,49,0,49,1,0,5.04795929453,0
x0mm,11,18921,9,1,92,0,92,1,0,6.65452925129,0
x0mm,11,18908,2,0,6,0,6,1,0,5.30680289223,0
x0mm,11,18904,4,0,18,0,18,1,0,6.76120054284,0
x0mm,11,18893,6,0,9,0,9,1,0,4.46198819559,0
x0mm,11,18881,3,0,56,0,56,1,0,5.84735452656,0
x0mm,11,18870,6,0,66,0,66,1,0,5.15092604918,0
x0mm,11,18868,7,0,7,0,7,1,0,4.31766771328,0
x0mm,11,18864,0,0,13,0,13,1,0,3.776515668,0
x0mm,11,18860,8,1,220,0,220,1,0,10.8823294369,0
x0mm,11,18852,12,1,41,0,41,1,0,6.65173295816,0
x0mm,11,18832,2,0,76,0,76,1,0,4.87096261283,0
x0mm,11,18825,4,0,29,0,29,1,0,6.07598673498,0
x0mm,11,18820,14,1,50,0,50,1,0,7.44873048988,0
x0mm,11,18816,2,0,7,0,7,1,0,4.09141276185,0
x0mm,11,18806,5,0,32,0,32,1,0,6.27080863883,0
x0mm,11,18804,3,0,39,0,39,1,0,11.9749804246,0
x0mm,11,19606,15,1,5,0,5,1,0,7.99468064208,0
x0mm,11,18780,2,0,47,0,47,1,0,4.92620391043,0
x0mm,11,19607,12,1,6,7,5,1,1,12.4060907132,0
x0mm,11,18766,12,1,45,0,45,1,0,12.5642389725,0
x0mm,11,18756,11,1,27,0,27,1,0,4.19843936915,0
x0mm,11,18735,15,1,35,0,35,1,0,8.21525738162,0
x0mm,11,18732,4,0,28,0,28,1,0,6.31320525848,0
x0mm,11,18731,9,1,54,0,54,1,0,5.35635276414,0
x0mm,11,18729,11,1,23,0,23,1,0,5.81254648666,0
x0mm,11,18722,10,1,74,0,74,1,0,4.57328730713,0
x0mm,11,18719,8,1,118,0,118,1,0,5.80779855027,0
x0mm,11,18714,11,1,35,0,35,1,0,7.39589962648,0
x0mm,11,18702,4,0,160,0,160,1,0,9.27963574198,0
x0mm,11,18701,12,1,64,0,64,1,0,6.54937723689,0
x0mm,11,18697,7,0,84,0,84,1,0,7.06993534237,0
x0mm,11,18684,11,1,24,0,24,1,0,6.13927838466,0
x0mm,11,18665,10,1,94,0,94,1,0,5.47686829476,0
x0mm,11,18659,5,0,30,0,30,1,0,4.98168589167,0
x0mm,11,18651,5,0,75,0,75,1,0,6.5873447119,0
x0mm,11,18649,2,0,48,0,48,1,0,7.82354193871,0
x0mm,11,18645,12,1,49,0,49,1,0,4.47632989538,0
x0mm,11,18640,4,0,33,0,33,1,0,5.13904759123,0
x0mm,11,18636,1,0,2,0,2,1,0,8.27355703557,0
x0mm,11,18633,15,1,15,0,15,1,0,9.63094679318,0
x0mm,11,18630,1,0,29,0,29,1,0,5.38509091645,0
x0mm,11,18625,11,1,85,0,85,1,0,4.78820183328,0
x0mm,11,18608,8,1,100,0,100,1,0,5.69449738216,0
x0mm,11,18596,10,1,23,0,23,1,0,6.99005764439,0
x0mm,11,18595,15,1,22,0,22,1,0,6.43277692175,0
x0mm,11,18594,15,1,16,0,16,1,0,4.64580025456,0
x0mm,11,18573,6,0,200,0,200,1,0,10.0289997026,0
x0mm,11,18554,4,0,46,0,46,1,0,5.61215429237,0
x0mm,11,18553,4,0,86,0,86,1,0,5.83477901436,0
x0mm,11,18534,2,0,28,0,28,1,0,5.97149015864,0
x0mm,11,18524,8,1,22,0,22,1,0,5.58550484418,0
x0mm,11,18479,12,1,71,0,71,1,0,6.60700762812,0
x0mm,11,18471,8,1,46,0,46,1,0,4.01491815653,0
x0mm,11,18469,11,1,11,0,11,1,0,5.84298633807,0
x0mm,11,18463,7,0,61,0,61,1,0,9.39252605613,0
x0mm,11,18460,10,1,35,0,35,1,0,5.9542008607,0
x0mm,11,18445,13,1,8,0,8,1,0,3.98362703855,0
x0mm,11,18424,5,0,33,0,33,1,0,10.5431412628,0
x0mm,11,18421,8,1,38,0,38,1,0,6.67924598955,0
x0mm,11,18407,14,1,21,0,21,1,0,6.50984487601,0
x0mm,11,18391,6,0,54,0,54,1,0,3.59508658887,0
x0mm,11,18376,7,0,91,0,91,1,0,5.33722249625,0
x0mm,11,18359,4,0,59,0,59,1,0,5.43782649771,0
x0mm,11,18353,8,1,66,0,66,1,0,5.36890523893,0
x0mm,11,18347,10,1,24,0,24,1,0,4.77047072775,0
x0mm,11,18337,4,0,18,0,18,1,0,3.92119430891,0
x0mm,11,18321,5,0,30,19,30,1,1,5.75899355135,0
x0mm,11,18303,1,0,97,0,97,1,0,9.7331270179,0
x0mm,11,18281,1,0,20,0,20,1,0,4.84345787365,0
x0mm,11,18278,10,1,48,0,48,1,0,6.96429389268,0
x0mm,11,18277,15,1,19,0,19,1,0,4.32742326904,0
x0mm,11,18228,6,0,62,0,62,1,0,6.53954851829,0
x0mm,11,18221,5,0,83,0,83,1,0,7.90149167778,0
x0mm,11,18204,2,0,64,0,64,1,0,6.3461749487,0
x0mm,11,18185,13,1,99,0,99,1,0,5.81944588356,0
x0mm,11,19614,13,1,0,0,0,0,0,6.13358324352,0
x0mm,11,18181,14,1,29,0,29,1,0,6.41200022353,0
x0mm,11,18176,9,1,12,0,12,1,0,5.41352905165,0
x0mm,11,18160,6,0,20,0,20,1,0,5.49044845374,0
x0mm,11,18134,9,1,37,0,37,1,0,4.82326505776,0
x0mm,11,18112,6,0,52,0,52,1,0,6.11393653599,0
x0mm,11,18105,13,1,19,0,19,1,0,3.44597470939,0
x0mm,11,18098,2,0,18,0,18,1,0,5.65181603572,0
x0mm,11,18094,11,1,12,0,12,1,0,3.73699312375,0
x0mm,11,18073,0,0,48,0,48,1,0,8.12318165707,0
x0mm,11,18072,4,0,44,0,44,1,0,4.33195715741,0
x0mm,11,18039,13,1,40,0,40,1,0,7.36394890776,0
x0mm,11,18028,9,1,189,0,189,1,0,8.45682311522,0
x0mm,11,18023,4,0,18,0,18,1,0,4.76653162968,0
x0mm,11,19615,3,0,9,9,7,1,1,5.19827415748,0
x0mm,11,18011,12,1,128,0,128,1,0,6.65324340563,0
x0mm,11,17990,8,1,24,0,24,1,0,7.61230630498,0
x0mm,11,17944,0,0,116,0,116,1,0,9.23454789766,0
x0mm,11,17922,4,0,57,0,57,1,0,3.7806984118,0
x0mm,11,17909,11,1,45,0,45,1,0,4.89179778741,0
x0mm,11,17886,8,1,50,0,50,1,0,6.49708330852,0
x0mm,11,17882,0,0,90,0,90,1,0,4.46491101558,0
x0mm,11,17873,15,1,49,0,49,1,0,4.27541905222,0
x0mm,11,17862,2,0,22,0,22,1,0,3.94503901044,0
x0mm,11,17821,8,1,50,0,50,1,0,4.94943808328,0
x0mm,11,17818,5,0,72,0,72,1,0,6.77540011847,0
x0mm,11,19619,1,0,69,23,68,1,1,15.4840312037,0
x0mm,11,17801,10,1,14,0,14,1,0,4.87588135846,0
x0mm,11,17798,9,1,16,0,16,1,0,4.26139188926,0
x0mm,11,17797,15,1,66,0,66,1,0,5.63115623449,0
x0mm,11,17774,0,0,13,0,13,1,0,7.10489435654,0
x0mm,11,17773,1,0,22,0,22,1,0,3.47560154695,0
x0mm,11,17768,7,0,21,24,21,1,1,6.02488501414,0
x0mm,11,17748,1,0,28,0,28,1,0,7.93988465445,0
x0mm,11,17722,10,1,34,0,34,1,0,3.85905431883,0
x0mm,11,17721,3,0,21,0,21,1,0,3.3755433059,0
