event_id,produced_scint,produced_optical,detected_left,detected_right,detected_top,edep_total_MeV,edep_nonionizing_MeV,edep_ionizing_MeV,edep_optical_MeV,gun_x_mm
486,17139,18152,356,360,4075,1.6365228626014798,0.0,1.6365228626014798,0.026088266983933104,0.0
487,17463,18395,341,336,4207,1.6965012713361751,0.0,1.6965012713361751,0.026902192831127318,0.0
488,18792,19867,367,398,4388,1.7990349797180378,0.0,1.7990349797180378,0.028978708538433002,0.0
489,21683,22692,449,464,5014,2.061242692488619,0.0,2.061242692488619,0.0326004807613054,0.0
490,18574,19556,396,331,4404,1.7630041068461766,0.0,1.7630041068461766,0.02825534471489562,0.0
491,21151,22171,448,467,4989,2.0432284998497146,0.0,2.0432284998497146,0.031968888700848005,0.0
492,18529,19539,387,352,4383,1.785826112556872,0.0,1.785826112556872,0.028236273268549977,0.0
493,17202,18240,307,358,4053,1.6567318079801026,0.0,1.6567318079801026,0.02598481076418692,0.0
494,18683,19696,337,379,4352,1.7891028639413415,0.0,1.7891028639413415,0.02829032177989497,0.0
495,81297,84998,1560,1532,19041,7.830126606412749,0.0,7.830126606412749,0.12205703098041808,0.0
496,16604,17717,343,306,3985,1.5864141145274762,0.0,1.5864141145274762,0.025388448982564052,0.0
497,17005,18039,329,321,4074,1.641068207228169,0.0,1.641068207228169,0.025844966284389308,0.0
498,16386,17388,280,308,3934,1.5631643464905138,0.0,1.5631643464905138,0.025217539497165237,0.0
499,18540,19546,364,389,4443,1.7615074368321881,0.0,1.7615074368321881,0.028037431839626464,0.0
500,22522,23625,478,474,5329,2.1517251645368902,0.0,2.1517251645368902,0.034230099405631494,0.0
501,18426,19463,373,368,4421,1.7787377967330644,0.0,1.7787377967330644,0.02794043162117439,0.0
502,23854,25003,461,464,5650,2.286074815184729,0.0,2.286074815184729,0.03595394553900765,0.0
503,33946,35575,699,704,7970,3.266513016809451,0.0,3.266513016809451,0.05156090129429179,0.0
504,18756,19788,382,349,4432,1.7704931753074928,0.0,1.7704931753074928,0.028518642355351988,0.0
505,27302,28546,574,578,6369,2.617573081973689,0.0,2.617573081973689,0.041229736631439744,0.0
506,23125,24237,461,448,5514,2.2248423228370333,0.0,2.2248423228370333,0.03508924972282242,0.0
507,31622,33038,614,609,7527,3.0283325523101854,0.0,3.0283325523101854,0.04767919962547859,0.0
508,17156,18199,343,341,4157,1.6536117402537058,0.0,1.6536117402537058,0.02611490615660293,0.0
509,33510,35351,671,651,7912,3.25200112663067,0.0,3.25200112663067,0.05093708222088244,0.0
510,39633,41510,821,785,9324,3.8144770529810117,0.0,3.8144770529810117,0.05956366500716906,0.0
511,19546,20618,390,407,4670,1.8782554603152815,0.0,1.8782554603152815,0.02981084770053594,0.0
512,18231,19218,348,332,4319,1.7235782196108933,0.0,1.7235782196108933,0.027738107524744895,0.0
513,17385,18379,334,370,4070,1.6546202779353845,0.0,1.6546202779353845,0.02616471907163587,0.0
514,15572,16628,296,316,3712,1.5045493896528095,0.0,1.5045493896528095,0.02388322998147436,0.0
515,16259,17260,319,330,3880,1.5591695637233807,0.0,1.5591695637233807,0.024859881761933475,0.0
516,19579,20700,367,416,4690,1.9073591048005623,0.0,1.9073591048005623,0.029955228377338355,0.0
517,17747,18788,391,383,4221,1.704043242558598,0.0,1.704043242558598,0.02720503430903854,0.0
518,16617,17586,316,318,3997,1.609961157743326,0.0,1.609961157743326,0.02532353453146295,0.0
519,26487,27753,530,505,6164,2.5535836709655375,0.0,2.5535836709655375,0.04005671771816474,0.0
520,16811,17847,321,316,4017,1.625373808065256,0.0,1.625373808065256,0.02559491332443412,0.0
521,21286,22341,418,409,5123,2.0550101584151577,0.0,2.0550101584151577,0.031946586049548344,0.0
522,20977,21922,443,389,4887,2.0300357799217266,0.0,2.0300357799217266,0.031508596758573454,0.0
523,17539,18596,337,337,4150,1.6898479662322097,0.0,1.6898479662322097,0.026893049760245126,0.0
524,19400,20406,406,430,4603,1.8420323719070522,0.0,1.8420323719070522,0.029540042158015145,0.0
525,18970,19969,386,394,4535,1.8373367735481205,0.0,1.8373367735481205,0.029002110539640767,0.0
526,18582,19624,336,354,4427,1.7591203310482089,0.0,1.7591203310482089,0.02841537086434416,0.0
527,18241,19261,373,369,4205,1.7594572923344824,0.0,1.7594572923344824,0.027501265407138164,0.0
528,17250,18320,342,365,4126,1.6377728632561568,0.0,1.6377728632561568,0.02647023089020963,0.0
529,16033,17020,313,309,3840,1.5378381561109988,0.0,1.5378381561109988,0.02422861836493761,0.0
530,18483,19535,340,369,4414,1.7811911260810769,0.0,1.7811911260810769,0.028246645582381616,0.0
531,18518,19593,361,396,4501,1.7692816591086042,0.0,1.7692816591086042,0.02849010813896512,0.0
532,19038,20051,383,435,4631,1.8043959134661347,0.0,1.8043959134661347,0.029095800305266095,0.0
533,33368,34835,678,650,7833,3.194247659386534,0.0,3.194247659386534,0.0498501163548939,0.0
534,19252,20288,389,369,4556,1.861989442938253,0.0,1.861989442938253,0.029200393888887774,0.0
535,16189,17209,323,345,3886,1.568562101889094,0.0,1.568562101889094,0.024895805656680512,0.0
536,17069,18089,359,334,4103,1.6309404216972287,0.0,1.6309404216972287,0.02635090902982579,0.0
537,15185,16265,312,323,3590,1.459581178156415,0.0,1.459581178156415,0.02336957601475444,0.0
538,22547,23624,456,421,5358,2.1626792930168657,0.0,2.1626792930168657,0.03406448737100982,0.0
539,22714,23926,440,462,5406,2.1835196480817904,0.0,2.1835196480817904,0.0345544483974721,0.0
540,21285,22314,397,458,4943,2.046688232954293,0.0,2.046688232954293,0.03200726504465644,0.0
541,19052,20051,343,385,4535,1.839234893123514,0.0,1.839234893123514,0.028810659865612577,0.0
542,17418,18452,342,356,4106,1.6708885430209925,0.0,1.6708885430209925,0.02656909013685321,0.0
543,21421,22485,424,428,5077,2.036884640574031,0.0,2.036884640574031,0.032502563583997716,0.0
544,20699,21790,386,413,4960,1.980330155815783,0.0,1.980330155815783,0.03137230456777304,0.0
545,18340,19397,371,365,4416,1.7747483039332648,0.0,1.7747483039332648,0.028155133598326342,0.0
546,16349,17406,283,339,3923,1.575152492434911,0.0,1.575152492434911,0.024872549228201417,0.0
547,22885,23940,454,447,5484,2.1915144326490186,0.0,2.1915144326490186,0.034871758052241436,0.0
548,21224,22227,435,406,5074,2.0377972513983904,0.0,2.0377972513983904,0.032180935519798864,0.0
549,19516,20677,375,362,4672,1.892089513878732,0.0,1.892089513878732,0.029785352431469906,0.0
550,16031,17059,334,319,3841,1.5234893325220544,0.0,1.5234893325220544,0.024367129197272182,0.0
551,20342,21323,409,383,4859,1.9612624176208402,0.0,1.9612624176208402,0.030454902118580863,0.0
552,19584,20589,397,385,4619,1.889360071700802,0.0,1.889360071700802,0.029904575958793058,0.0
553,20566,21706,404,405,4975,1.9820003882209136,0.0,1.9820003882209136,0.031291933516923595,0.0
554,18971,20012,390,344,4501,1.8229268217098218,0.0,1.8229268217098218,0.0286236929068761,0.0
555,19660,20648,381,395,4635,1.893236022222357,0.0,1.893236022222357,0.029974808615028513,0.0
556,20841,21883,408,439,4921,2.0153519428949918,0.0,2.0153519428949918,0.03133841189662677,0.0
557,16829,17856,307,335,4063,1.6164288026811737,0.0,1.6164288026811737,0.025821473783892518,0.0
558,40903,42984,822,810,9641,3.9428476385330486,0.0,3.9428476385330486,0.061155694442586866,0.0
559,35577,37621,716,691,8505,3.4403867513702058,0.0,3.4403867513702058,0.05387367673206429,0.0
560,19957,20947,439,360,4690,1.9056641227594877,0.0,1.9056641227594877,0.030116994597225454,0.0
561,29382,30642,590,579,6933,2.8262865576659215,0.0,2.8262865576659215,0.04427975265536634,0.0
562,18739,19751,380,352,4464,1.77844261937205,0.0,1.77844261937205,0.028341088135414742,0.0
563,19982,21142,352,401,4739,1.9105107536593906,0.0,1.9105107536593906,0.030287068543756797,0.0
564,22904,24047,464,474,5320,2.2182857779313108,0.0,2.2182857779313108,0.03434278789604497,0.0
565,18457,19428,338,403,4375,1.7573144259800586,0.0,1.7573144259800586,0.027940345524040625,0.0
566,19434,20544,399,406,4699,1.8422800006000244,0.0,1.8422800006000244,0.02985996046418775,0.0
567,15835,16925,363,301,3801,1.5188960387454133,0.0,1.5188960387454133,0.024753550733187395,0.0
568,19703,20741,391,382,4680,1.8961044461378502,0.0,1.8961044461378502,0.02999307624157655,0.0
569,23904,25016,465,446,5633,2.28396183523257,0.0,2.28396183523257,0.03617245744090974,0.0
570,16972,18009,311,340,4083,1.6256387699928174,0.0,1.6256387699928174,0.025746656671860563,0.0
571,16731,17741,351,328,3919,1.6173820354665447,0.0,1.6173820354665447,0.025546669281402375,0.0
572,18036,19051,351,341,4230,1.7309415136791202,0.0,1.7309415136791202,0.0271397733363144,0.0
573,19033,20073,389,386,4540,1.8324978730622614,0.0,1.8324978730622614,0.029223287332920265,0.0
574,21133,22205,433,384,5047,2.029482919145029,0.0,2.029482919145029,0.03222627193485932,0.0
575,17148,18229,326,338,4057,1.6463539070165694,0.0,1.6463539070165694,0.026092086181513534,0.0
576,15123,16089,320,303,3667,1.4712360627515881,0.0,1.4712360627515881,0.02324344508869646,0.0
577,16836,17814,307,359,3980,1.604169621801795,0.0,1.604169621801795,0.025668538200378024,0.0
578,16902,17932,303,328,4036,1.6226550411662395,0.0,1.6226550411662395,0.025873301189796225,0.0
579,19475,20505,407,375,4560,1.8805586258819256,0.0,1.8805586258819256,0.02916540518868171,0.0
580,26965,27951,482,527,6225,2.592627527086632,0.0,2.592627527086632,0.04005230135303541,0.0
581,29903,31224,626,597,7036,2.878858646148927,0.0,2.878858646148927,0.04493273319655859,0.0
582,22399,23441,448,401,5346,2.1570826367279223,0.0,2.1570826367279223,0.03421308560764666,0.0
583,18151,19209,377,335,4238,1.7319521167175873,0.0,1.7319521167175873,0.027295926847629468,0.0
584,16800,17860,343,351,3887,1.594920608567641,0.0,1.594920608567641,0.025430136145579967,0.0
585,22702,23792,441,411,5385,2.195338201618078,0.0,2.195338201618078,0.033832217623717166,0.0
586,16424,17384,357,337,3989,1.5925713149327532,0.0,1.5925713149327532,0.025418901810290245,0.0
587,21292,22308,432,428,4949,2.054435275379641,0.0,2.054435275379641,0.03202058056423352,0.0
588,19899,20875,390,371,4659,1.938495545181636,0.0,1.938495545181636,0.0298574101244518,0.0
589,33358,34845,670,636,7997,3.1982752542183333,0.0,3.1982752542183333,0.05048634628369404,0.0
590,16412,17463,330,343,3923,1.5846646567038132,0.0,1.5846646567038132,0.02510177065378098,0.0
591,16607,17651,358,332,3936,1.5904265403039572,0.0,1.5904265403039572,0.025269055083216366,0.0
592,19234,20300,391,340,4692,1.8588572862738397,0.0,1.8588572862738397,0.029630529533390557,0.0
593,16228,17240,322,309,3886,1.5674929357262208,0.0,1.5674929357262208,0.024959352158616197,0.0
594,17340,18379,323,324,4110,1.666884846863899,0.0,1.666884846863899,0.02634038245543123,0.0
595,16513,17573,326,350,3953,1.587725922269815,0.0,1.587725922269815,0.025514610808645852,0.0
596,18052,19075,344,345,4284,1.7437937723018015,0.0,1.7437937723018015,0.027559455543501466,0.0
597,19185,20236,382,383,4507,1.8538595943902745,0.0,1.8538595943902745,0.028944748784580258,0.0
598,15589,16565,306,314,3721,1.5028905494952,0.0,1.5028905494952,0.023543787416005827,0.0
599,16231,17279,310,327,3799,1.5866592464168803,0.0,1.5866592464168803,0.02474582397353967,0.0
600,21356,22350,457,449,5024,2.0429255796202463,0.0,2.0429255796202463,0.03208725158801597,0.0
601,18498,19533,377,360,4419,1.7886943396844737,0.0,1.7886943396844737,0.028041193748667648,0.0
602,20984,22055,437,396,5050,1.991717327769547,0.0,1.991717327769547,0.03210640338314298,0.0
603,26220,27287,499,480,6194,2.5233269366022206,0.0,2.5233269366022206,0.03944850817606619,0.0
604,19052,20089,370,368,4536,1.8441571848585625,0.0,1.8441571848585625,0.028942504112597727,0.0
605,15844,16888,291,309,3805,1.5165429222888005,0.0,1.5165429222888005,0.02435709080049493,0.0
606,22088,23156,434,445,5093,2.1166862300726823,0.0,2.1166862300726823,0.03317881938814867,0.0
607,17469,18479,323,331,4221,1.6802938126214717,0.0,1.6802938126214717,0.026580361573623024,0.0
608,17024,18059,314,326,4066,1.6409071615736837,0.0,1.6409071615736837,0.025639826240953553,0.0
609,16656,17695,312,352,4062,1.588540148911738,0.0,1.588540148911738,0.025707319844685494,0.0
610,20154,21207,424,421,4752,1.9401604842853761,0.0,1.9401604842853761,0.03049544963367144,0.0
611,16167,17204,318,327,3945,1.5676502609432135,0.0,1.5676502609432135,0.02485834906633658,0.0
612,16529,17451,322,331,3985,1.5817644555286419,0.0,1.5817644555286419,0.02524759330570474,0.0
613,27406,28730,529,542,6476,2.615596838739384,0.0,2.615596838739384,0.04167288771511314,0.0
614,17763,18798,343,337,4216,1.6942325177102737,0.0,1.6942325177102737,0.027196949453753005,0.0
615,17845,18947,327,357,4327,1.721707195384355,0.0,1.721707195384355,0.027197964942424685,0.0
616,19522,20584,375,389,4619,1.869242045286219,0.0,1.869242045286219,0.029516492597627376,0.0
617,16428,17453,328,344,3913,1.567156021344428,0.0,1.567156021344428,0.025255796256615275,0.0
618,16611,17679,311,364,3928,1.5967383020110226,0.0,1.5967383020110226,0.025114814448683118,0.0
619,19412,20399,373,362,4637,1.890818512431544,0.0,1.890818512431544,0.029349977895592558,0.0
620,19113,20172,353,370,4523,1.83669406163924,0.0,1.83669406163924,0.028908841130673435,0.0
621,20747,21742,429,386,4924,1.9857173198155198,0.0,1.9857173198155198,0.0313651863309559,0.0
622,18078,19066,343,352,4378,1.7377510174744604,0.0,1.7377510174744604,0.02767188060956623,0.0
623,16841,17858,324,347,3923,1.6140530408837221,0.0,1.6140530408837221,0.025704271633760024,0.0
624,18750,19793,363,383,4401,1.7925405874037745,0.0,1.7925405874037745,0.028504344724092634,0.0
625,16712,17764,355,316,3914,1.6017401670375229,0.0,1.6017401670375229,0.02559697526071469,0.0
626,16638,17592,337,320,3913,1.6227844883739,0.0,1.6227844883739,0.02549589311946735,0.0
627,17939,18905,381,368,4209,1.7247719349000565,0.0,1.7247719349000565,0.027108887134317302,0.0
628,16021,17068,348,352,3811,1.5335021707333543,0.0,1.5335021707333543,0.02470638419973536,0.0
629,16194,17270,345,346,3970,1.5520033998404181,0.0,1.5520033998404181,0.025082903523366566,0.0
630,19726,20742,392,379,4621,1.9134872732327866,0.0,1.9134872732327866,0.02978791597584098,0.0
631,27339,28482,546,511,6514,2.6471382057187784,0.0,2.6471382057187784,0.04166846611384957,0.0
632,16986,18011,353,295,4071,1.633818617318798,0.0,1.633818617318798,0.025800363417437914,0.0
633,16965,18011,335,335,4113,1.6295875483007656,0.0,1.6295875483007656,0.026083697003226953,0.0
634,32080,33598,638,633,7577,3.0888672297834376,0.0,3.0888672297834376,0.04846773326519824,0.0
635,18712,19708,390,376,4485,1.7880945370855341,0.0,1.7880945370855341,0.028421560432521004,0.0
636,17803,18856,400,350,4238,1.7073329375887945,0.0,1.7073329375887945,0.027045608904854197,0.0
637,15867,16841,336,332,3796,1.5265530660674456,0.0,1.5265530660674456,0.024151324703726905,0.0
638,17432,18454,331,340,4138,1.6741627676009998,0.0,1.6741627676009998,0.02641001585964222,0.0
639,21145,22207,406,435,5082,2.0187055750454874,0.0,2.0187055750454874,0.03195229019012621,0.0
640,27901,29009,562,531,6652,2.6684318551672805,0.0,2.6684318551672805,0.04215394607916595,0.0
641,17159,18165,338,307,4126,1.666152021637128,0.0,1.666152021637128,0.026267652984749843,0.0
642,16143,17153,342,317,3913,1.5601360266766402,0.0,1.5601360266766402,0.024539848688476387,0.0
643,19097,20093,358,376,4533,1.8264590715361213,0.0,1.8264590715361213,0.028928930950589203,0.0
644,19138,20170,361,368,4596,1.8294948161727003,0.0,1.8294948161727003,0.029274644965087308,0.0
645,17256,18282,331,351,4018,1.6525810404206118,0.0,1.6525810404206118,0.02616384985069717,0.0
646,16940,17941,340,310,4100,1.6293794141620035,0.0,1.6293794141620035,0.02582475140957756,0.0
647,28926,30138,542,587,6836,2.798392475287763,0.0,2.798392475287763,0.043458639229453366,0.0
648,16367,17327,320,315,3808,1.5791674119223513,0.0,1.5791674119223513,0.02456471254091075,0.0
649,40768,42861,760,772,9646,3.9773041491561325,0.0,3.9773041491561325,0.061029616283327606,0.0
650,23037,24366,443,487,5542,2.2138817486493676,0.0,2.2138817486493676,0.03516378347845503,0.0
651,19169,20162,391,385,4498,1.8392153199542858,0.0,1.8392153199542858,0.02937245635693933,0.0
652,18942,19943,362,384,4440,1.8361004855636318,0.0,1.8361004855636318,0.02863701442509972,0.0
653,16954,17916,373,326,4125,1.6453345835930329,0.0,1.6453345835930329,0.026118066218893878,0.0
654,16362,17402,328,317,3877,1.5490974865536975,0.0,1.5490974865536975,0.025065307173906162,0.0
655,16284,17338,324,336,3803,1.5796463358423902,0.0,1.5796463358423902,0.024755828414052366,0.0
656,18276,19344,355,411,4439,1.7497562773445607,0.0,1.7497562773445607,0.02790343627535968,0.0
657,16946,17995,349,330,4095,1.6326378858382031,0.0,1.6326378858382031,0.0260672127663861,0.0
658,18345,19358,374,361,4413,1.7755335012721112,0.0,1.7755335012721112,0.02796298068702181,0.0
659,17181,18182,296,342,4108,1.6453833273643448,0.0,1.6453833273643448,0.02602601280801179,0.0
660,22816,23995,442,473,5335,2.162795651810819,0.0,2.162795651810819,0.03483142917515101,0.0
661,23280,24321,415,506,5535,2.2597370702543906,0.0,2.2597370702543906,0.03526276682115001,0.0
662,16888,17908,321,352,4010,1.6304439459690503,0.0,1.6304439459690503,0.02581578002598879,0.0
663,18231,19259,355,354,4374,1.7430894399449097,0.0,1.7430894399449097,0.027772014293507143,0.0
664,34786,36773,685,682,8192,3.326688444221522,0.0,3.326688444221522,0.05287274656097624,0.0
665,17059,18118,318,326,4069,1.6366916365466786,0.0,1.6366916365466786,0.02582882554867978,0.0
666,16781,17809,312,359,3927,1.6144601859056,0.0,1.6144601859056,0.025461380140241446,0.0
667,22476,23653,423,461,5389,2.1630223463438107,0.0,2.1630223463438107,0.03444790457557717,0.0
668,21468,22538,421,429,5120,2.081565127157503,0.0,2.081565127157503,0.032918480289165344,0.0
669,17899,18937,338,356,4198,1.731204856895194,0.0,1.731204856895194,0.027013447890782007,0.0
670,19678,20724,380,370,4690,1.893408100575487,0.0,1.893408100575487,0.029821090387074797,0.0
671,16527,17547,318,310,3966,1.5823421838229685,0.0,1.5823421838229685,0.02522060903513302,0.0
672,17554,18564,362,343,4170,1.6857862738415461,0.0,1.6857862738415461,0.026667527283324235,0.0
673,15674,16660,375,326,3779,1.5117543744200481,0.0,1.5117543744200481,0.023952686886729697,0.0
674,19453,20444,390,389,4626,1.8549226605445897,0.0,1.8549226605445897,0.029344310984888496,0.0
675,16616,17612,306,340,4017,1.5943903742182284,0.0,1.5943903742182284,0.02533349026923404,0.0
676,18030,19086,359,380,4240,1.7428589436101005,0.0,1.7428589436101005,0.02748793568668404,0.0
677,19453,20503,387,417,4565,1.876293905735055,0.0,1.876293905735055,0.029681124567530588,0.0
678,19581,20634,370,393,4776,1.8788161113510788,0.0,1.8788161113510788,0.030242437033149803,0.0
679,17131,18193,350,346,4189,1.6557021939308418,0.0,1.6557021939308418,0.02634726368982014,0.0
680,16906,17982,336,347,4005,1.6127054958422988,0.0,1.6127054958422988,0.025845146441584334,0.0
681,17119,18106,348,324,4043,1.6542514474017482,0.0,1.6542514474017482,0.0259855223371345,0.0
682,23118,24187,450,474,5537,2.2400899809218617,0.0,2.2400899809218617,0.03517156553300265,0.0
683,24812,25896,511,474,5846,2.408157061322685,0.0,2.408157061322685,0.037113831405581395,0.0
684,18852,19915,367,379,4458,1.8253779859064427,0.0,1.8253779859064427,0.028718913791349852,0.0
685,19413,20438,406,375,4630,1.8933785085820076,0.0,1.8933785085820076,0.029374190571494794,0.0
686,15908,17025,345,315,3728,1.537411310193512,0.0,1.537411310193512,0.024284660239631797,0.0
687,16757,17763,333,341,3921,1.6307387721456978,0.0,1.6307387721456978,0.02531960556341407,0.0
688,23853,24995,485,470,5515,2.2696220251977284,0.0,2.2696220251977284,0.036153704198720577,0.0
689,19563,20558,414,393,4533,1.8735063480365306,0.0,1.8735063480365306,0.02957232448869164,0.0
690,19363,20373,361,379,4675,1.881119421535727,0.0,1.881119421535727,0.029277954968131462,0.0
691,20400,21390,407,398,4838,1.9776483242965965,0.0,1.9776483242965965,0.030860588723680075,0.0
692,21332,22370,422,416,5048,2.071440315227922,0.0,2.071440315227922,0.03250898663677693,0.0
693,16477,17483,334,342,3939,1.5808136033510019,0.0,1.5808136033510019,0.02536569305555853,0.0
694,21480,22572,423,423,5158,2.053705305471713,0.0,2.053705305471713,0.03283460301730907,0.0
695,21073,22200,429,415,4937,2.028720789977042,0.0,2.028720789977042,0.03197239008509741,0.0
696,15253,16336,297,311,3694,1.4565236616128308,0.0,1.4565236616128308,0.02355117743163852,0.0
697,17234,18255,331,346,4194,1.647299866459393,0.0,1.647299866459393,0.026302705599230407,0.0
698,18433,19420,383,378,4253,1.7794647215315114,0.0,1.7794647215315114,0.027687671993878473,0.0
699,49054,51228,931,962,11498,4.683312469393462,0.0,4.683312469393462,0.07327947609092379,0.0
700,18122,19125,380,389,4352,1.7158352457229307,0.0,1.7158352457229307,0.02779303335335739,0.0
701,17953,18967,336,380,4309,1.7024831222962764,0.0,1.7024831222962764,0.02736412641689998,0.0
702,16232,17271,346,344,3975,1.566464618079939,0.0,1.566464618079939,0.024961788669094785,0.0
703,17406,18398,344,330,4083,1.6758827879344147,0.0,1.6758827879344147,0.02651258269427593,0.0
704,17231,18275,304,378,4160,1.6350214256088225,0.0,1.6350214256088225,0.02663468861883673,0.0
705,17221,18222,343,348,4064,1.6468617576167293,0.0,1.6468617576167293,0.02642811443983873,0.0
706,16797,17803,328,359,4013,1.6246270811763697,0.0,1.6246270811763697,0.02550066921031403,0.0
707,18095,19115,363,375,4254,1.747216381761829,0.0,1.747216381761829,0.0276001138846781,0.0
708,17091,18127,341,334,4136,1.6343083910413476,0.0,1.6343083910413476,0.026353173726878516,0.0
709,16114,17110,332,327,3698,1.5465678594254912,0.0,1.5465678594254912,0.02415292815366529,0.0
710,17565,18609,351,359,4153,1.6805836993215233,0.0,1.6805836993215233,0.026686923413084488,0.0
711,18931,19962,382,381,4442,1.815996576420729,0.0,1.815996576420729,0.0287061474340155,0.0
712,19194,20223,366,370,4571,1.8456778528289788,0.0,1.8456778528289788,0.029220763484336974,0.0
713,15975,16991,320,325,3747,1.529058916094202,0.0,1.529058916094202,0.024245499429990325,0.0
714,17482,18499,344,352,4188,1.6652750599186585,0.0,1.6652750599186585,0.026941972365882805,0.0
715,16099,17107,353,318,3865,1.5633060011132223,0.0,1.5633060011132223,0.024556597518426537,0.0
716,19200,20232,384,378,4535,1.8450998875994515,0.0,1.8450998875994515,0.02907626349057508,0.0
717,19044,20035,376,312,4474,1.8310163429925461,0.0,1.8310163429925461,0.02877031235939194,0.0
718,18671,19698,362,393,4434,1.8083067774989368,0.0,1.8083067774989368,0.02842778319448636,0.0
719,18861,19928,371,350,4566,1.7991445599897147,0.0,1.7991445599897147,0.028828345204447985,0.0
720,26841,27924,539,528,6310,2.568273884683433,0.0,2.568273884683433,0.040120778875743945,0.0
721,18076,19069,382,341,4283,1.7352635926938176,0.0,1.7352635926938176,0.027360726548386255,0.0
722,22214,23283,474,445,5165,2.1323535561056044,0.0,2.1323535561056044,0.03337189065472763,0.0
723,17372,18372,347,336,4139,1.6794853349600698,0.0,1.6794853349600698,0.026852407201561963,0.0
724,19907,20980,401,402,4768,1.9195458312251594,0.0,1.9195458312251594,0.030415267585803946,0.0
725,16047,17112,333,328,3769,1.5247712058742717,0.0,1.5247712058742717,0.024711026501530547,0.0
726,18144,19131,375,356,4376,1.7491320095767726,0.0,1.7491320095767726,0.027816408359795645,0.0
727,21866,22925,419,445,5162,2.1311737452748676,0.0,2.1311737452748676,0.03290001673538979,0.0
728,22784,23872,458,418,5345,2.188232694983584,0.0,2.188232694983584,0.034489067927476046,0.0
729,18122,19114,323,336,4313,1.747026137150477,0.0,1.747026137150477,0.027585973334493356,0.0
730,20433,21425,404,416,4856,1.9430953496620127,0.0,1.9430953496620127,0.030801794079012398,0.0
731,20411,21415,403,409,5009,1.9661185038042857,0.0,1.9661185038042857,0.031096181709041878,0.0
732,16173,17178,329,302,3803,1.5442633491652433,0.0,1.5442633491652433,0.024381932098962025,0.0
733,22080,23111,443,440,5250,2.1233224501065835,0.0,2.1233224501065835,0.03312392127888878,0.0
734,19071,20069,391,380,4574,1.8330651627878918,0.0,1.8330651627878918,0.02915977402892867,0.0
735,20998,22182,401,453,5017,2.037727530481654,0.0,2.037727530481654,0.0321197263638185,0.0
736,17949,18957,361,371,4298,1.7138475340252093,0.0,1.7138475340252093,0.02751919348751847,0.0
737,18234,19254,356,355,4382,1.7513765326323296,0.0,1.7513765326323296,0.028009871509455848,0.0
738,26707,27852,556,485,6398,2.542113483340843,0.0,2.542113483340843,0.04056226242444399,0.0
739,16939,18037,320,331,4104,1.6350102340729549,0.0,1.6350102340729549,0.025973782514151236,0.0
740,16853,17810,311,332,4010,1.6097284939240615,0.0,1.6097284939240615,0.025698326322517638,0.0
741,17818,18832,346,374,4260,1.7106958432259889,0.0,1.7106958432259889,0.027250990101040037,0.0
742,21658,22815,440,422,5181,2.085244520912512,0.0,2.085244520912512,0.033043217308665586,0.0
743,17537,18577,330,348,4173,1.669039111128277,0.0,1.669039111128277,0.026524832326409425,0.0
744,17071,18009,346,317,4036,1.6298935741443432,0.0,1.6298935741443432,0.025772028461938642,0.0
745,18100,19100,365,349,4357,1.7347298070032773,0.0,1.7347298070032773,0.02774795627384594,0.0
746,19802,20780,429,420,4685,1.8964054045777148,0.0,1.8964054045777148,0.029959986777503046,0.0
747,24924,26002,481,451,5814,2.3794710111933624,0.0,2.3794710111933624,0.037606068318664955,0.0
748,18594,19601,400,388,4346,1.7944378820191327,0.0,1.7944378820191327,0.02823998658207329,0.0
749,18040,19048,341,379,4282,1.7335918124763539,0.0,1.7335918124763539,0.02730502726541295,0.0
750,36267,37715,678,689,8627,3.4644819909460214,0.0,3.4644819909460214,0.05447836421118433,0.0
751,17103,18120,328,338,4088,1.6367806396763998,0.0,1.6367806396763998,0.026079450005844402,0.0
752,22882,23900,483,453,5500,2.1973190079952043,0.0,2.1973190079952043,0.035058623894149224,0.0
753,18612,19676,376,374,4412,1.8003001805010226,0.0,1.8003001805010226,0.028127360635623086,0.0
754,18380,19403,374,372,4443,1.787784309945843,0.0,1.787784309945843,0.028304549090490023,0.0
755,18228,19249,364,372,4301,1.772721280909668,0.0,1.772721280909668,0.027452548630749578,0.0
756,28473,29959,566,544,6798,2.7484346050360706,0.0,2.7484346050360706,0.04327351387338173,0.0
757,17095,18103,315,349,4154,1.6524236153487053,0.0,1.6524236153487053,0.025993287367512483,0.0
758,17442,18504,326,320,4183,1.6711119210440437,0.0,1.6711119210440437,0.026358070951687643,0.0
759,20463,21466,415,418,4917,1.9574498549447998,0.0,1.9574498549447998,0.03131350188353892,0.0
760,19415,20422,364,392,4685,1.8595506768628716,0.0,1.8595506768628716,0.029506075127208674,0.0
761,22164,23331,421,402,5242,2.12758020577653,0.0,2.12758020577653,0.03314118132045995,0.0
762,17538,18582,324,338,4092,1.6841237973327736,0.0,1.6841237973327736,0.026499150459944987,0.0
763,22870,23890,425,412,5325,2.1904155370529685,0.0,2.1904155370529685,0.03393807139108469,0.0
764,18819,19892,384,374,4389,1.8109725656279745,0.0,1.8109725656279745,0.028725673054600182,0.0
765,25784,26870,534,494,6017,2.4663421118672506,0.0,2.4663421118672506,0.038468870994580844,0.0
766,19590,20578,370,434,4691,1.8813458572388364,0.0,1.8813458572388364,0.030017583134930602,0.0
