cell_id,material,x_mm,face,outcome,count,secant_q10,secant_median,secant_q90,fixed_distance_mm,path_q10_mm,path_median_mm,path_q90_mm,absolute_path_status
EJ230_xp650,EJ-230,650,+Z,NON_ESCAPE,63023096,1.3684570646595964,2.182214948172395,5.873715124816446,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ230_xp650,EJ-230,650,+Z,ESCAPE,18667563,1.0217113665389528,1.1188811188811187,1.2426219322771048,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ230_xp650,EJ-230,650,-Z,NON_ESCAPE,63342531,1.3693940431359124,2.1893814997263275,5.9790732436472345,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ230_xp650,EJ-230,650,-Z,ESCAPE,18677963,1.0217113665389528,1.1188811188811187,1.2426219322771048,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ230_xp650,EJ-230,650,-Y,NON_ESCAPE,3323050,1.2303906490310674,1.5238095238095237,2.6648900732844774,30.0,36.91171947093202,45.71428571428571,79.94670219853433,EVALUABLE_FIXED_SOURCE_PLANE
EJ230_xp650,EJ-230,650,-Y,ESCAPE,5442589,1.007302946361118,1.0596026490066226,1.2066365007541477,30.0,30.21908839083354,31.788079470198678,36.199095022624434,EVALUABLE_FIXED_SOURCE_PLANE
EJ230_xp650,EJ-230,650,-X_SENSOR,NON_ESCAPE,1133,1.000250062515629,1.000250062515629,1.3740982480247337,1350.0,1350.3375843960991,1350.3375843960991,1855.0326348333904,EVALUABLE_FIXED_SOURCE_PLANE
EJ230_xp650,EJ-230,650,-X_SENSOR,ESCAPE,0,nan,nan,nan,1350.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ230_xp650,EJ-230,650,+X_SENSOR,NON_ESCAPE,1451938,1.0037641154328734,1.0370754472387866,1.139925904816187,50.0,50.188205771643666,51.853772361939335,56.996295240809346,EVALUABLE_FIXED_SOURCE_PLANE
EJ230_xp650,EJ-230,650,+X_SENSOR,ESCAPE,0,nan,nan,nan,50.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ230_xp650,EJ-230,650,+Y_SENSOR,NON_ESCAPE,1726969,1.0042681395932713,1.1908306043465318,1.8091361374943467,30.0,30.12804418779814,35.724918130395956,54.2740841248304,EVALUABLE_FIXED_SOURCE_PLANE
EJ230_xp650,EJ-230,650,+Y_SENSOR,ESCAPE,0,nan,nan,nan,30.0,nan,nan,nan,EVALUABLE_FIXED_SOURCE_PLANE
EJ230_xp650,EJ-230,650,OPEN_+Y_OR_+/-X_UNRESOLVED,NON_ESCAPE,2859741,1.156403584851113,1.4864362690449648,2.6092628832354863,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
EJ230_xp650,EJ-230,650,OPEN_+Y_OR_+/-X_UNRESOLVED,ESCAPE,5707069,1.008827238335435,1.053463260468791,1.1665208515602217,nan,nan,nan,nan,NOT_EVALUABLE_MISSING_CREATION_POINT_OR_FACE
