material,specification,loo_rmse_ps,loo_mae_ps,loo_press_ps2,standardized_rmse,rmse_reduction_vs_linear
EJ-200,linear,3.53004265962,3.3282240494,87.2284082512,4.38109136807,0
EJ-200,pol2,0.78443887632,0.692291597719,4.30741045477,0.991186305316,0.777782040627
EJ-204,linear,4.21414247078,3.90171579314,124.312977348,5.25359491405,0
EJ-204,pol2,0.995519288691,0.852262200913,6.93741057909,1.26063240875,0.763767054485
EJ-230,linear,3.78885891853,3.37829094644,100.488163331,4.90360714692,0
EJ-230,pol2,1.49290279818,1.36241887587,15.6013113537,1.91342706743,0.605975616859
