x_beam_mm,channel,mean,mean_error,fano,fano_error,fit_regime,poisson_chi2_ndf,mpv,mpv_error,width,width_error,sigma_gauss,sigma_gauss_error,chi2_ndf,fit_status
-690,0,214.7265,0.8249361299040348,13.918057145950783,0.9546120335806305,moyal-gauss,15.843575359537306,184.99815417692332,0.6879290784230112,16.419197405640613,0.600231204220522,6.410573471954814,2.6431653128241908,2.9470864439277253,ok
-690,1,271.3115,1.1408808404497275,16.99239607517558,1.095291334344758,moyal-gauss,15.168494488854908,235.3073864730624,0.828255752048923,21.060192358470246,0.7086515716115567,5.866856615721399,3.9053253243191643,1.4275915156237267,ok
-690,2,433.901,1.729723418718479,27.104070281008802,1.457947930702834,moyal-gauss,12.129216876199527,376.6028047821497,1.2214094247034706,31.976551867918097,1.0643199791611795,0.10000000002876859,333.92988264855916,1.4576791610909312,ok
-690,3,740.038,2.771242415653315,44.8771516543745,2.7602957314824503,moyal-gauss,11.058332239267822,642.8001861230396,1.9808721790413504,51.451548568603485,1.7657228570954282,0.10000000002787589,784.5828614092222,1.8193015390714893,ok
-690,4,747.963,3.129994375310228,44.92945056239412,2.8186737742179258,moyal-gauss,10.926378479170047,650.4699339107415,1.9977711874900779,51.19066692461782,1.7232491272819705,0.10000000000174313,798.7507883431757,1.7459833404419869,ok
-690,5,445.8585,1.8811901712815389,26.06656254787113,1.4869825484473518,moyal-gauss,11.82866949798626,387.8192781793649,1.2557846367264351,33.124088160876035,1.0858032339760897,0.10000000002866162,326.9827447253658,1.0171546215773501,ok
-690,6,282.376,1.164152820498105,17.75957101170071,1.1890613954684535,moyal-gauss,13.46926929072386,244.2582179784478,0.8756925871040545,22.326529734401863,0.7489804811688896,4.531091755543872,5.593863261427493,2.1833782460892697,ok
-690,7,226.9275,0.874258144160856,13.872603557303545,0.9527462799245543,moyal-gauss,14.945458648668792,196.71403859670866,0.7111751134533896,18.187165326044678,0.6255463577330173,4.361544458240915,4.062202232373288,1.9023899683753827,ok
-690,8,5.327,0.06827228766606429,1.4439780364182468,0.04865550506410478,poisson-only,7.387818349853024,,,,,,,,not-requested
-690,9,5.61,0.07048329402661373,1.4101426024955437,0.048738934753616604,poisson-only,6.64933879671535,,,,,,,,not-requested
-690,10,4.708,0.07496525510984563,1.2569532710280376,0.048335883010404306,poisson-only,3.4675300720680413,,,,,,,,not-requested
-690,11,5.1145,0.05228703673499143,1.3194622641509433,0.051118576016833825,poisson-only,5.793833497459306,,,,,,,,not-requested
-690,12,5.196,0.055157191638748965,1.3242078521939953,0.04981831543782471,poisson-only,5.5462095267232145,,,,,,,,not-requested
-690,13,5.287,0.04158124577258395,1.3210953281634197,0.06259488985250156,poisson-only,3.0401432802363075,,,,,,,,not-requested
-690,14,5.2295,0.07393978702473497,1.2956936131561336,0.040497823663204126,poisson-only,4.197865804168624,,,,,,,,not-requested
-690,15,4.6595,0.047735427646891454,1.2148427406374074,0.03199794156285731,poisson-only,3.589239869943775,,,,,,,,not-requested
-690,16,350.947,1.3837207848862931,21.888336959711864,1.3534654785648796,moyal-gauss,13.151239601854929,304.40322278176524,1.0143242602244973,26.93854260153728,0.8880538895215128,0.10000020830963881,220.67392399217215,1.7608115665633617,ok
-690,17,384.2285,1.410016288633054,23.292177149144326,1.4509043019019812,moyal-gauss,12.87698476727442,333.251780266675,1.0862921807619015,27.93497460198952,0.9409955935273047,0.10000000002452952,234.10331076649882,2.4621201740584353,ok
-690,18,261.744,1.1515864115028172,16.241252766061493,1.083201734413437,moyal-gauss,15.025664801680225,227.30121223190739,0.7929134191769548,20.53890790765682,0.6750388346270974,4.606936339275702,3.97624394667032,1.6214721476284903,ok
-690,19,210.275,1.0295567518418465,12.958085245511832,0.8400098497388672,moyal-gauss,15.531283565886303,182.1249051155788,0.6726734449959456,16.953539205386058,0.5586089635105546,0.1000000018248903,87.34874154897328,2.466985916883848,ok
