estimator,intercept_ns,intercept_error_ns,slope_ns_per_cm,slope_error_ns_per_cm,velocity_cm_ns,velocity_error_cm_ns,chi2_ndf,n_points,scope
mean_ns,2.718872224689428,0.00029241287142157436,0.039038263362965696,8.096642815804651e-06,25.615893583746526,0.005312806536164051,3189.8599313602285,62,combined
t50_ns,2.2186088023713295,0.0002713709004717874,0.03902433537643902,8.302251482601554e-06,25.625036028256126,0.0054516109321301335,3615.071459734979,62,combined
fpt_mean_ns,0.22496086216688366,4.8370377369149106e-05,0.0373724976780388,4.506785915994077e-06,26.757644314140393,0.0032267304042408107,1002.608277514588,62,combined
mean_ns,2.7050908095463324,0.0003823455341523163,0.0393227679589272,1.109742613903056e-05,25.43055974707844,0.00717685384615295,3727.757501093791,31,left
t50_ns,2.2073346778030474,0.00037457899500977377,0.0390984857152845,1.1369994258633506e-05,25.576438107654816,0.0074377293422043834,4009.1689593936812,31,left
fpt_mean_ns,0.22579335362538644,7.334354328822508e-05,0.03731314607226962,6.3299412324900905e-06,26.800205966635975,0.004546486872451417,961.9440438845886,31,left
mean_ns,2.738221728884226,0.0004539508861426192,0.03866799305255239,1.1890369652841475e-05,25.861181847243355,0.007952287862604233,2762.075138398121,31,right
t50_ns,2.230816572394275,0.00039394306079496564,0.03892878810462848,1.2153508205587068e-05,25.687930415719876,0.008019732652681319,3394.232944474755,31,right
fpt_mean_ns,0.2243023185760347,6.438054147805063e-05,0.03743062217306312,6.423313259980109e-06,26.71609345354799,0.004584637587417353,1101.97228427836,31,right
