x_beam_mm,side,npe_endtop,npe_endtop_sem,npe_end_only,npe_end_only_sem,sigma_endtop_ps,sigma_endtop_error_ps,sigma_end_only_ps,sigma_end_only_error_ps,observed_sigma_ratio,observed_sigma_ratio_error,predicted_sqrt_npe_ratio,predicted_sqrt_npe_ratio_error,ratio_difference_sigma,endtop_not_better
-400,left,691.286,3.9413752805334332,601.461,1.5787096528177686,49.96526887992374,0.7902178469786738,66.13480240259986,0.4676670564505429,0.7555064363201232,0.013088591645810275,0.9327706131272452,0.002927353358928499,-13.216874904373492,False
-400,right,74.5385,0.4685587037661343,86.9311,0.2448318510304572,219.9378262297738,3.478392079308807,248.43591664815173,1.7567950554709169,0.8852899741596605,0.015336995693040001,1.0799341210228417,0.003719408251876954,-12.333649243990529,False
0,left,194.4325,1.0609699439074605,209.0481,0.5348950164649134,107.45542392340238,1.6994443468921308,131.39695144850901,0.9291632132869792,0.8177923668610478,0.01416764944192948,1.036904315970035,0.0031246444395821014,-15.102706088662622,False
0,right,195.1665,1.087611092659044,209.1341,0.5361177964953224,107.20187716104984,1.695434417972582,129.49463382178075,0.9157111237273826,0.8278480273444249,0.014341856341392699,1.0351654989517336,0.0031748951285223283,-14.113722627154088,False
400,left,74.9845,0.4807126271224837,86.4581,0.23523844166929858,223.77602862005836,3.539094565197715,247.51713623833973,1.7502979720266287,0.9040829738938942,0.015662570549184553,1.0737844085340917,0.00373908531488006,-10.53869588518948,False
400,right,692.455,3.9979598531626097,598.8196,1.5000009951943367,51.471509115268184,0.8140395523850223,65.93565970719663,0.4662588345342529,0.7806323519600769,0.013523879598008591,0.9299342121785553,0.002926307984846742,-10.790157447805534,False
